# exported by fityk 0.8.7
#7-Ti:x	7-Ti:y	7-Ti:s	7-Ti:F(x)	7-Ti:%_1(x)	7-Ti:%_2(x)	7-Ti:%_3(x)	7-Ti:%_4(x)	7-Ti:a
15.66	7	2.64575	2.45849e-117	0	3.32037e-209	2.45849e-117	0	1
15.68	4	2	1.07147e-117	0	4.11338e-210	1.07147e-117	0	1
15.7	8	2.82843	4.66382e-118	0	5.07286e-211	4.66382e-118	0	1
15.71	5	2.23607	3.07551e-118	0	1.77846e-211	3.07551e-118	0	1
15.73	8	2.82843	1.33615e-118	0	2.17851e-212	1.33615e-118	0	1
15.74	7	2.64575	8.80274e-119	0	7.61173e-213	8.80274e-119	0	1
15.76	9	3	3.81708e-119	0	9.26104e-214	3.81708e-119	0	1
15.77	5	2.23607	2.51236e-119	0	3.22488e-214	2.51236e-119	0	1
15.79	4	2	1.08735e-119	0	3.89719e-215	1.08735e-119	0	1
15.81	10	3.16228	4.70013e-120	0	4.68847e-216	4.70013e-120	0	1
15.82	5	2.23607	3.08868e-120	0	1.62344e-216	3.08868e-120	0	1
15.84	3	1.73205	1.33256e-120	0	1.93989e-217	1.33256e-120	0	1
15.85	3	1.73205	8.7486e-121	0	6.69443e-218	8.7486e-121	0	1
15.87	0	1	3.76728e-121	0	7.9454e-219	3.76728e-121	0	1
15.89	6	2.44949	1.6202e-121	0	9.38771e-220	1.6202e-121	0	1
15.9	3	1.73205	1.06202e-121	0	3.22142e-220	1.06202e-121	0	1
15.92	6	2.44949	4.55878e-122	0	3.78052e-221	4.55878e-122	0	1
15.93	4	2	2.98538e-122	0	1.29292e-221	2.98538e-122	0	1
15.95	2	1.41421	1.27906e-122	0	1.50708e-222	1.27906e-122	0	1
15.96	3	1.73205	8.36817e-123	0	5.13672e-223	8.36817e-123	0	1
15.98	4	2	3.57847e-123	0	5.94722e-224	3.57847e-123	0	1
16	3	1.73205	1.52832e-123	0	6.85462e-225	1.52832e-123	0	1
16.01	4	2	9.98312e-124	0	2.32319e-225	9.98312e-124	0	1
16.03	1	1	4.25558e-124	0	2.65959e-226	4.25558e-124	0	1
16.04	1	1	2.77714e-124	0	8.98351e-227	2.77714e-124	0	1
16.06	4	2	1.18159e-124	0	1.0215e-227	1.18159e-124	0	1
16.08	6	2.44949	5.02093e-125	0	1.1563e-228	5.02093e-125	0	1
16.09	4	2	3.27143e-125	0	3.88378e-229	3.27143e-125	0	1
16.11	7	2.64575	1.38749e-125	0	4.36667e-230	1.38749e-125	0	1
16.12	4	2	9.03173e-126	0	1.46172e-230	9.03173e-126	0	1
16.14	4	2	3.82331e-126	0	1.63238e-231	3.82331e-126	0	1
16.15	7	2.64575	2.48638e-126	0	5.44583e-232	2.48638e-126	0	1
16.17	7	2.64575	1.05054e-126	0	6.04063e-233	1.05054e-126	0	1
16.19	3	1.73205	4.4331e-127	0	6.67025e-234	4.4331e-127	0	1
16.2	5	2.23607	2.87838e-127	0	2.21278e-234	2.87838e-127	0	1
16.22	2	1.41421	1.21232e-127	0	2.42694e-235	1.21232e-127	0	1
16.23	3	1.73205	7.86407e-128	0	8.02388e-236	7.86407e-128	0	1
16.25	1	1	3.30593e-128	0	8.74113e-237	3.30593e-128	0	1
16.27	4	2	1.388e-128	0	9.47963e-238	1.388e-128	0	1
16.28	4	2	8.9894e-129	0	3.11651e-238	8.9894e-129	0	1
16.3	4	2	3.76705e-129	0	3.35702e-239	3.76705e-129	0	1
16.31	2	1.41421	2.43743e-129	0	1.09992e-239	2.43743e-129	0	1
16.33	4	2	1.01948e-129	0	1.17682e-240	1.01948e-129	0	1
16.34	4	2	6.59015e-130	0	3.8428e-241	6.59015e-130	0	1
16.36	5	2.23607	2.75117e-130	0	4.08373e-242	2.75117e-130	0	1
16.38	1	1	1.14707e-130	0	4.32023e-243	1.14707e-130	0	1
16.39	6	2.44949	7.40321e-131	0	1.4028e-243	7.40321e-131	0	1
16.41	4	2	3.08083e-131	0	1.47404e-244	3.08083e-131	0	1
16.42	2	1.41421	1.98649e-131	0	4.77012e-245	1.98649e-131	0	1
16.44	3	1.73205	8.25104e-132	0	4.97854e-246	8.25104e-132	0	1
16.46	2	1.41421	3.42281e-132	0	5.17269e-247	3.42281e-132	0	1
16.47	3	1.73205	2.2035e-132	0	1.66452e-247	2.2035e-132	0	1
16.49	6	2.44949	9.12352e-133	0	1.71777e-248	9.12352e-133	0	1
16.5	3	1.73205	5.86787e-133	0	5.50893e-249	5.86787e-133	0	1
16.52	4	2	2.42496e-133	0	5.64683e-250	2.42496e-133	0	1
16.53	4	2	1.55816e-133	0	1.80484e-250	1.55816e-133	0	1
16.55	5	2.23607	6.42704e-134	0	1.83754e-251	6.42704e-134	0	1
16.57	3	1.73205	2.64765e-134	0	1.86242e-252	2.64765e-134	0	1
16.58	2	1.41421	1.69856e-134	0	5.9192e-253	1.69856e-134	0	1
16.6	6	2.44949	6.98403e-135	0	5.95888e-254	6.98403e-135	0	1
16.61	2	1.41421	4.47623e-135	0	1.88747e-254	4.47623e-135	0	1
16.63	4	2	1.83702e-135	0	1.88731e-255	1.83702e-135	0	1
16.65	3	1.73205	7.52948e-136	0	1.87866e-256	7.52948e-136	0	1
16.66	5	2.23607	4.8182e-136	0	5.91718e-257	4.8182e-136	0	1
16.68	1	1	1.97111e-136	0	5.85034e-258	1.97111e-136	0	1
16.69	4	2	1.26014e-136	0	1.83645e-258	1.26014e-136	0	1
16.71	4	2	5.14542e-137	0	1.80346e-259	5.14542e-137	0	1
16.72	5	2.23607	3.28637e-137	0	5.64203e-260	3.28637e-137	0	1
16.74	5	2.23607	1.33935e-137	0	5.50332e-261	1.33935e-137	0	1
16.76	1	1	5.45158e-138	0	5.34385e-262	5.45158e-138	0	1
16.77	4	2	3.4764e-138	0	1.6624e-262	3.4764e-138	0	1
16.79	3	1.73205	1.41232e-138	0	1.60334e-263	1.41232e-138	0	1
16.8	2	1.41421	8.99765e-139	0	4.97093e-264	8.99765e-139	0	1
16.82	2	1.41421	3.64845e-139	0	4.76202e-265	3.64845e-139	0	1
16.83	6	2.44949	2.32215e-139	0	1.47141e-265	2.32215e-139	0	1
16.85	6	2.44949	9.39822e-140	0	1.40006e-266	9.39822e-140	0	1
16.87	5	2.23607	3.79883e-140	0	1.32618e-267	3.79883e-140	0	1
16.88	3	1.73205	2.41405e-140	0	4.07471e-268	2.41405e-140	0	1
16.9	0	1	9.73927e-141	0	3.83367e-269	9.73927e-141	0	1
16.91	3	1.73205	6.18316e-141	0	1.17392e-269	6.18316e-141	0	1
16.93	5	2.23607	2.48981e-141	0	1.09703e-270	2.48981e-141	0	1
16.95	3	1.73205	1.00132e-141	0	1.02056e-271	1.00132e-141	0	1
16.96	7	2.64575	6.347e-142	0	3.10751e-272	6.347e-142	0	1
16.98	2	1.41421	2.54771e-142	0	2.87141e-273	2.54771e-142	0	1
16.99	3	1.73205	1.61337e-142	0	8.71367e-274	1.61337e-142	0	1
17.01	3	1.73205	6.46384e-143	0	7.99731e-275	6.46384e-143	0	1
17.02	9	3	4.08943e-143	0	2.4187e-275	4.08943e-143	0	1
17.04	8	2.82843	1.63529e-143	0	2.20489e-276	1.63529e-143	0	1
17.06	4	2	6.53097e-144	0	2.00093e-277	6.53097e-144	0	1
17.07	3	1.73205	4.12537e-144	0	6.01756e-278	4.12537e-144	0	1
17.09	4	2	1.64445e-144	0	5.4241e-279	1.64445e-144	0	1
17.1	4	2	1.03775e-144	0	1.62573e-279	1.03775e-144	0	1
17.12	5	2.23607	4.12883e-145	0	1.45551e-280	4.12883e-145	0	1
17.14	4	2	1.64063e-145	0	1.29726e-281	1.64063e-145	0	1
17.15	0	1	1.0337e-145	0	3.86631e-282	1.0337e-145	0	1
17.17	2	1.41421	4.09973e-146	0	3.4227e-283	4.09973e-146	0	1
17.18	4	2	2.58065e-146	0	1.01665e-283	2.58065e-146	0	1
17.2	4	2	1.02156e-146	0	8.9393e-285	1.02156e-146	0	1
17.21	4	2	6.42428e-147	0	2.64628e-285	6.42428e-147	0	1
17.23	4	2	2.53825e-147	0	2.31116e-286	2.53825e-147	0	1
17.25	4	2	1.0016e-147	0	2.0094e-287	1.0016e-147	0	1
17.26	1	1	6.28881e-148	0	5.91494e-288	6.28881e-148	0	1
17.28	2	1.41421	2.47687e-148	0	5.10797e-289	2.47687e-148	0	1
17.29	2	1.41421	1.55369e-148	0	1.49852e-289	1.55369e-148	0	1
17.31	4	2	6.10769e-149	0	1.28535e-290	6.10769e-149	0	1
17.33	3	1.73205	2.39794e-149	0	1.09754e-291	2.39794e-149	0	1
17.34	7	2.64575	1.5018e-149	0	3.20175e-292	1.5018e-149	0	1
17.36	4	2	5.88504e-150	0	2.7155e-293	5.88504e-150	0	1
17.37	3	1.73205	3.68224e-150	0	7.89489e-294	3.68224e-150	0	1
17.39	2	1.41421	1.4402e-150	0	6.65073e-295	1.4402e-150	0	1
17.4	4	2	9.00273e-151	0	1.92707e-295	9.00273e-151	0	1
17.42	5	2.23607	3.51449e-151	0	1.61243e-296	3.51449e-151	0	1
17.44	2	1.41421	1.37025e-151	0	1.3431e-297	1.37025e-151	0	1
17.45	4	2	8.55191e-152	0	3.86978e-298	8.55191e-152	0	1
17.47	7	2.64575	3.32795e-152	0	3.20165e-299	3.32795e-152	0	1
17.48	2	1.41421	2.07504e-152	0	9.19356e-300	2.07504e-152	0	1
17.5	4	2	8.05965e-153	0	7.55497e-301	8.05965e-153	0	1
17.52	2	1.41421	3.12648e-153	0	6.1805e-302	3.12648e-153	0	1
17.53	0	1	1.94634e-153	0	1.76475e-302	1.94634e-153	0	1
17.55	6	2.44949	7.53587e-154	0	1.43396e-303	7.53587e-154	0	1
17.56	3	1.73205	4.68689e-154	0	4.08063e-304	4.68689e-154	0	1
17.58	3	1.73205	1.81123e-154	0	3.29338e-305	1.81123e-154	0	1
17.59	4	2	1.12542e-154	0	9.34036e-306	1.12542e-154	0	1
17.61	2	1.41421	4.34089e-155	0	7.48753e-307	4.34089e-155	0	1
17.63	5	2.23607	1.67223e-155	0	5.97524e-308	1.67223e-155	0	1
17.64	5	2.23607	1.0374e-155	0	1.68511e-308	1.0374e-155	0	1
17.66	5	2.23607	3.98876e-156	0	1.33569e-309	3.98876e-156	0	1
17.67	4	2	2.47216e-156	0	3.75414e-310	2.47216e-156	0	1
17.69	4	2	9.48733e-157	0	2.95563e-311	9.48733e-157	0	1
17.71	0	1	3.63631e-157	0	2.31649e-312	3.63631e-157	0	1
17.72	3	1.73205	2.25016e-157	0	6.47421e-313	2.25016e-157	0	1
17.74	4	2	8.60807e-158	0	5.03998e-314	8.60807e-158	0	1
17.75	1	1	5.32165e-158	0	1.40383e-314	5.32165e-158	0	1
17.77	5	2.23607	2.03195e-158	0	1.08547e-315	2.03195e-158	0	1
17.78	4	2	1.25499e-158	0	3.01326e-316	1.25499e-158	0	1
17.8	4	2	4.78283e-159	0	2.3142e-317	4.78283e-159	0	1
17.82	3	1.73205	1.82045e-159	0	1.76931e-318	1.82045e-159	0	1
17.83	2	1.41421	1.12259e-159	0	4.88364e-319	1.12259e-159	0	1
17.85	1	1	4.2647e-160	0	3.70697e-320	4.2647e-160	0	1
17.86	7	2.64575	2.62734e-160	0	1.01926e-320	2.62734e-160	0	1
17.88	5	2.23607	9.96234e-161	0	7.5098e-322	9.96234e-161	0	1
17.89	4	2	6.13165e-161	0	1.63042e-322	6.13165e-161	0	1
17.91	6	2.44949	2.32058e-161	0	0	2.32058e-161	0	1
17.93	6	2.44949	8.77137e-162	0	0	8.77137e-162	0	1
17.94	1	1	5.3901e-162	0	0	5.3901e-162	0	1
17.96	5	2.23607	2.03349e-162	0	0	2.03349e-162	0	1
17.97	4	2	1.24842e-162	0	0	1.24842e-162	0	1
17.99	1	1	4.70089e-163	0	0	4.70089e-163	0	1
18.01	2	1.41421	1.76788e-163	0	0	1.76788e-163	0	1
18.02	1	1	1.08363e-163	0	0	1.08363e-163	0	1
18.04	1	1	4.0675e-164	0	0	4.0675e-164	0	1
18.05	5	2.23607	2.49084e-164	0	0	2.49084e-164	0	1
18.07	4	2	9.33185e-165	0	0	9.33185e-165	0	1
18.08	6	2.44949	5.70917e-165	0	0	5.70917e-165	0	1
18.1	7	2.64575	2.13486e-165	0	0	2.13486e-165	0	1
18.12	7	2.64575	7.97294e-166	0	0	7.97294e-166	0	1
18.13	2	1.41421	4.87008e-166	0	0	4.87008e-166	0	1
18.15	4	2	1.81535e-166	0	0	1.81535e-166	0	1
18.16	3	1.73205	1.10781e-166	0	0	1.10781e-166	0	1
18.18	1	1	4.12159e-167	0	0	4.12159e-167	0	1
18.2	1	1	1.53149e-167	0	0	1.53149e-167	0	1
18.21	4	2	9.33108e-168	0	0	9.33108e-168	0	1
18.23	2	1.41421	3.46064e-168	0	0	3.46064e-168	0	1
18.24	1	1	2.10651e-168	0	0	2.10651e-168	0	1
18.26	2	1.41421	7.79764e-169	0	0	7.79764e-169	0	1
18.27	3	1.73205	4.74195e-169	0	0	4.74195e-169	0	1
18.29	5	2.23607	1.75199e-169	0	0	1.75199e-169	0	1
18.31	2	1.41421	6.46485e-170	0	0	6.46485e-170	0	1
18.32	6	2.44949	3.92523e-170	0	0	3.92523e-170	0	1
18.34	5	2.23607	1.44566e-170	0	0	1.44566e-170	0	1
18.35	2	1.41421	8.76922e-171	0	0	8.76922e-171	0	1
18.37	2	1.41421	3.22357e-171	0	0	3.22357e-171	0	1
18.39	4	2	1.18349e-171	0	0	1.18349e-171	0	1
18.4	3	1.73205	7.16757e-172	0	0	7.16757e-172	0	1
18.42	2	1.41421	2.62648e-172	0	0	2.62648e-172	0	1
18.43	4	2	1.58917e-172	0	0	1.58917e-172	0	1
18.45	4	2	5.81229e-173	0	0	5.81229e-173	0	1
18.46	3	1.73205	3.51342e-173	0	0	3.51342e-173	0	1
18.48	3	1.73205	1.28258e-173	0	0	1.28258e-173	0	1
18.5	1	1	4.67614e-174	0	0	4.67614e-174	0	1
18.51	2	1.41421	2.82217e-174	0	0	2.82217e-174	0	1
18.53	4	2	1.02698e-174	0	0	1.02698e-174	0	1
18.54	3	1.73205	6.19221e-175	0	0	6.19221e-175	0	1
18.56	3	1.73205	2.24905e-175	0	0	2.24905e-175	0	1
18.58	2	1.41421	8.15839e-176	0	0	8.15839e-176	0	1
18.59	4	2	4.91135e-176	0	0	4.91135e-176	0	1
18.61	4	2	1.7782e-176	0	0	1.7782e-176	0	1
18.62	2	1.41421	1.06946e-176	0	0	1.06946e-176	0	1
18.64	4	2	3.86475e-177	0	0	3.86475e-177	0	1
18.65	2	1.41421	2.32216e-177	0	0	2.32216e-177	0	1
18.67	4	2	8.37575e-178	0	0	8.37575e-178	0	1
18.69	4	2	3.01721e-178	0	0	3.01721e-178	0	1
18.7	2	1.41421	1.81005e-178	0	0	1.81005e-178	0	1
18.72	2	1.41421	6.50799e-179	0	0	6.50799e-179	0	1
18.73	4	2	3.90049e-179	0	0	3.90049e-179	0	1
18.75	3	1.73205	1.39975e-179	0	0	1.39975e-179	0	1
18.77	3	1.73205	5.01688e-180	0	0	5.01688e-180	0	1
18.78	4	2	3.00206e-180	0	0	3.00206e-180	0	1
18.8	4	2	1.07393e-180	0	0	1.07393e-180	0	1
18.81	4	2	6.42022e-181	0	0	6.42022e-181	0	1
18.83	2	1.41421	2.29236e-181	0	0	2.29236e-181	0	1
18.84	5	2.23607	1.36913e-181	0	0	1.36913e-181	0	1
18.86	3	1.73205	4.87925e-182	0	0	4.87925e-182	0	1
18.88	4	2	1.73665e-182	0	0	1.73665e-182	0	1
18.89	0	1	1.03558e-182	0	0	1.03558e-182	0	1
18.91	2	1.41421	3.67892e-183	0	0	3.67892e-183	0	1
18.92	4	2	2.1917e-183	0	0	2.1917e-183	0	1
18.94	2	1.41421	7.77126e-184	0	0	7.77126e-184	0	1
18.95	4	2	4.62531e-184	0	0	4.62531e-184	0	1
18.97	4	2	1.63692e-184	0	0	1.63692e-184	0	1
18.99	3	1.73205	5.78578e-185	0	0	5.78578e-185	0	1
19	4	2	3.43814e-185	0	0	3.43814e-185	0	1
19.02	5	2.23607	1.21293e-185	0	0	1.21293e-185	0	1
19.03	0	1	7.20086e-186	0	0	7.20086e-186	0	1
19.05	3	1.73205	2.53555e-186	0	0	2.53555e-186	0	1
19.07	0	1	8.91679e-187	0	0	8.91679e-187	0	1
19.08	3	1.73205	5.28531e-187	0	0	5.28531e-187	0	1
19.1	2	1.41421	1.85517e-187	0	0	1.85517e-187	0	1
19.11	3	1.73205	1.09858e-187	0	0	1.09858e-187	0	1
19.13	1	1	3.84876e-188	0	0	3.84876e-188	0	1
19.14	0	1	2.27698e-188	0	0	2.27698e-188	0	1
19.16	2	1.41421	7.962e-189	0	0	7.962e-189	0	1
19.18	3	1.73205	2.78058e-189	0	0	2.78058e-189	0	1
19.19	3	1.73205	1.64243e-189	0	0	1.64243e-189	0	1
19.21	5	2.23607	5.725e-190	0	0	5.725e-190	0	1
19.22	3	1.73205	3.37842e-190	0	0	3.37842e-190	0	1
19.24	2	1.41421	1.17538e-190	0	0	1.17538e-190	0	1
19.26	3	1.73205	4.08407e-191	0	0	4.08407e-191	0	1
19.27	6	2.44949	2.40627e-191	0	0	2.40627e-191	0	1
19.29	4	2	8.34517e-192	0	0	8.34517e-192	0	1
19.3	3	1.73205	4.91218e-192	0	0	4.91218e-192	0	1
19.32	4	2	1.70036e-192	0	0	1.70036e-192	0	1
19.33	1	1	9.99923e-193	0	0	9.99923e-193	0	1
19.35	0	1	3.45468e-193	0	0	3.45468e-193	0	1
19.37	4	2	1.19206e-193	0	0	1.19206e-193	0	1
19.38	0	1	6.99904e-194	0	0	6.99904e-194	0	1
19.4	0	1	2.41049e-194	0	0	2.41049e-194	0	1
19.41	3	1.73205	1.41395e-194	0	0	1.41395e-194	0	1
19.43	0	1	4.86044e-195	0	0	4.86044e-195	0	1
19.45	4	2	1.66866e-195	0	0	1.66866e-195	0	1
19.46	1	1	9.77255e-196	0	0	9.77255e-196	0	1
19.48	1	1	3.3487e-196	0	0	3.3487e-196	0	1
19.49	4	2	1.95931e-196	0	0	1.95931e-196	0	1
19.51	2	1.41421	6.70112e-197	0	0	6.70112e-197	0	1
19.52	3	1.73205	3.91709e-197	0	0	3.91709e-197	0	1
19.54	1	1	1.33716e-197	0	0	1.33716e-197	0	1
19.56	4	2	4.55881e-198	0	0	4.55881e-198	0	1
19.57	1	1	2.6606e-198	0	0	2.6606e-198	0	1
19.59	2	1.41421	9.05366e-199	0	0	9.05366e-199	0	1
19.6	2	1.41421	5.27887e-199	0	0	5.27887e-199	0	1
19.62	3	1.73205	1.79292e-199	0	0	1.79292e-199	0	1
19.64	3	1.73205	6.08179e-200	0	0	6.08179e-200	0	1
19.65	2	1.41421	3.54046e-200	0	0	3.54046e-200	0	1
19.67	5	2.23607	1.19869e-200	0	0	1.19869e-200	0	1
19.68	1	1	6.97145e-201	0	0	6.97145e-201	0	1
19.7	1	1	2.35583e-201	0	0	2.35583e-201	0	1
19.71	2	1.41421	1.36883e-201	0	0	1.36883e-201	0	1
19.73	4	2	4.61685e-202	0	0	4.61685e-202	0	1
19.75	1	1	1.55522e-202	0	0	1.55522e-202	0	1
19.76	2	1.41421	9.02214e-203	0	0	9.02214e-203	0	1
19.78	4	2	3.03342e-203	0	0	3.03342e-203	0	1
19.79	4	2	1.75807e-203	0	0	1.75807e-203	0	1
19.81	0	1	5.89977e-204	0	0	5.89977e-204	0	1
19.83	3	1.73205	1.97735e-204	0	0	1.97735e-204	0	1
19.84	4	2	1.1442e-204	0	0	1.1442e-204	0	1
19.86	0	1	3.82759e-205	0	0	3.82759e-205	0	1
19.87	5	2.23607	2.21274e-205	0	0	2.21274e-205	0	1
19.89	1	1	7.38805e-206	0	0	7.38805e-206	0	1
19.9	3	1.73205	4.26701e-206	0	0	4.26701e-206	0	1
19.92	0	1	1.42199e-206	0	0	1.42199e-206	0	1
19.94	1	1	4.73285e-207	0	0	4.73285e-207	0	1
19.95	1	1	2.72916e-207	0	0	2.72916e-207	0	1
19.97	0	1	9.06628e-208	0	0	9.06628e-208	0	1
19.98	0	1	5.22304e-208	0	0	5.22304e-208	0	1
20	3	1.73205	1.7318e-208	0	0	1.7318e-208	0	1
20.02	4	2	5.73489e-209	0	0	5.73489e-209	0	1
20.03	1	1	3.29862e-209	0	0	3.29862e-209	0	1
20.05	4	2	1.09027e-209	0	0	1.09027e-209	0	1
20.06	1	1	6.2651e-210	0	0	6.2651e-210	0	1
20.08	3	1.73205	2.06683e-210	0	0	2.06683e-210	0	1
20.09	4	2	1.18655e-210	0	0	1.18655e-210	0	1
20.11	1	1	3.90696e-211	0	0	3.90696e-211	0	1
20.13	4	2	1.28482e-211	0	0	1.28482e-211	0	1
20.14	1	1	7.3644e-212	0	0	7.3644e-212	0	1
20.16	2	1.41421	2.41721e-212	0	0	2.41721e-212	0	1
20.17	0	1	1.3842e-212	0	0	1.3842e-212	0	1
20.19	2	1.41421	4.53473e-213	0	0	4.53473e-213	0	1
20.2	2	1.41421	2.59431e-213	0	0	2.59431e-213	0	1
20.22	4	2	8.48303e-214	0	0	8.48303e-214	0	1
20.24	1	1	2.77032e-214	0	0	2.77032e-214	0	1
20.25	1	1	1.58239e-214	0	0	1.58239e-214	0	1
20.27	1	1	5.15785e-215	0	0	5.15785e-215	0	1
20.28	3	1.73205	2.94334e-215	0	0	2.94334e-215	0	1
20.3	0	1	9.57569e-216	0	0	9.57569e-216	0	1
20.32	1	1	3.11136e-216	0	0	3.11136e-216	0	1
20.33	0	1	1.7727e-216	0	0	1.7727e-216	0	1
20.35	2	1.41421	5.74897e-217	0	0	5.74897e-217	0	1
20.36	0	1	3.27237e-217	0	0	3.27237e-217	0	1
20.38	3	1.73205	1.05924e-217	0	0	1.05924e-217	0	1
20.39	2	1.41421	6.02356e-218	0	0	6.02356e-218	0	1
20.41	2	1.41421	1.94608e-218	0	0	1.94608e-218	0	1
20.43	1	1	6.27938e-219	0	0	6.27938e-219	0	1
20.44	2	1.41421	3.56524e-219	0	0	3.56524e-219	0	1
20.46	4	2	1.14821e-219	0	0	1.14821e-219	0	1
20.47	2	1.41421	6.51301e-220	0	0	6.51301e-220	0	1
20.49	3	1.73205	2.09358e-220	0	0	2.09358e-220	0	1
20.51	3	1.73205	6.72122e-221	0	0	6.72122e-221	0	1
20.52	3	1.73205	3.80646e-221	0	0	3.80646e-221	0	1
20.54	2	1.41421	1.2197e-221	0	0	1.2197e-221	0	1
20.55	1	1	6.90105e-222	0	0	6.90105e-222	0	1
20.57	0	1	2.20711e-222	0	0	2.20711e-222	0	1
20.58	1	1	1.24759e-222	0	0	1.24759e-222	0	1
20.6	1	1	3.98251e-223	0	0	3.98251e-223	0	1
20.62	2	1.41421	1.26967e-223	0	0	1.26967e-223	0	1
20.63	6	2.44949	7.16561e-224	0	0	7.16561e-224	0	1
20.65	0	1	2.28015e-224	0	0	2.28015e-224	0	1
20.66	1	1	1.28562e-224	0	0	1.28562e-224	0	1
20.68	1	1	4.08318e-225	0	0	4.08318e-225	0	1
20.7	2	1.41421	1.29519e-225	0	0	1.29519e-225	0	1
20.71	3	1.73205	7.29115e-226	0	0	7.29115e-226	0	1
20.73	1	1	2.30838e-226	0	0	2.30838e-226	0	1
20.74	2	1.41421	1.29825e-226	0	0	1.29825e-226	0	1
20.76	3	1.73205	4.10246e-227	0	0	4.10246e-227	0	1
20.77	1	1	2.30506e-227	0	0	2.30506e-227	0	1
20.79	1	1	7.27016e-228	0	0	7.27016e-228	0	1
20.81	6	2.44949	2.29011e-228	0	0	2.29011e-228	0	1
20.82	1	1	1.28471e-228	0	0	1.28471e-228	0	1
20.84	1	1	4.03919e-229	0	0	4.03919e-229	0	1
20.85	1	1	2.26377e-229	0	0	2.26377e-229	0	1
20.87	1	1	7.10389e-230	0	0	7.10389e-230	0	1
20.89	2	1.41421	2.22643e-230	0	0	2.22643e-230	0	1
20.9	2	1.41421	1.24584e-230	0	0	1.24584e-230	0	1
20.92	2	1.41421	3.89718e-231	0	0	3.89718e-231	0	1
20.93	1	1	2.17866e-231	0	0	2.17866e-231	0	1
20.95	3	1.73205	6.80226e-232	0	0	6.80226e-232	0	1
20.96	2	1.41421	3.79909e-232	0	0	3.79909e-232	0	1
20.98	4	2	1.18391e-232	0	0	1.18391e-232	0	1
21	3	1.73205	3.68477e-233	0	0	3.68477e-233	0	1
21.01	2	1.41421	2.0547e-233	0	0	2.0547e-233	0	1
21.03	1	1	6.38285e-234	0	0	6.38285e-234	0	1
21.04	2	1.41421	3.55584e-234	0	0	3.55584e-234	0	1
21.06	1	1	1.10251e-234	0	0	1.10251e-234	0	1
21.08	2	1.41421	3.41409e-235	0	0	3.41409e-235	0	1
21.09	3	1.73205	1.89895e-235	0	0	1.89895e-235	0	1
21.11	6	2.44949	5.86923e-236	0	0	5.86923e-236	0	1
21.12	4	2	3.26144e-236	0	0	3.26144e-236	0	1
21.14	4	2	1.00612e-236	0	0	1.00612e-236	0	1
21.15	1	1	5.58556e-237	0	0	5.58556e-237	0	1
21.17	0	1	1.71983e-237	0	0	1.71983e-237	0	1
21.19	0	1	5.28874e-238	0	0	5.28874e-238	0	1
21.2	1	1	2.93144e-238	0	0	2.93144e-238	0	1
21.22	3	1.73205	8.99755e-239	0	0	8.99755e-239	0	1
21.23	1	1	4.98241e-239	0	0	4.98241e-239	0	1
21.25	2	1.41421	1.52637e-239	0	0	1.52637e-239	0	1
21.26	2	1.41421	8.44428e-240	0	0	8.44428e-240	0	1
21.28	2	1.41421	2.582e-240	0	0	2.582e-240	0	1
21.3	4	2	7.885e-241	0	0	7.885e-241	0	1
21.31	3	1.73205	4.3553e-241	0	0	4.3553e-241	0	1
21.33	4	2	1.32751e-241	0	0	1.32751e-241	0	1
21.34	1	1	7.32559e-242	0	0	7.32559e-242	0	1
21.36	1	1	2.22863e-242	0	0	2.22863e-242	0	1
21.38	0	1	6.77149e-243	0	0	6.77149e-243	0	1
21.39	0	1	3.73079e-243	0	0	3.73079e-243	0	1
21.41	4	2	1.13142e-243	0	0	1.13142e-243	0	1
21.42	4	2	6.22769e-244	0	0	6.22769e-244	0	1
21.44	2	1.41421	1.88505e-244	0	0	1.88505e-244	0	1
21.45	0	1	1.03661e-244	0	0	1.03661e-244	0	1
21.47	2	1.41421	3.13176e-245	0	0	3.13176e-245	0	1
21.49	2	1.41421	9.44955e-246	0	0	9.44955e-246	0	1
21.5	0	1	5.1882e-246	0	0	5.1882e-246	0	1
21.52	2	1.41421	1.56248e-246	0	0	1.56248e-246	0	1
21.53	1	1	8.57053e-247	0	0	8.57053e-247	0	1
21.55	0	1	2.57621e-247	0	0	2.57621e-247	0	1
21.57	2	1.41421	7.73401e-248	0	0	7.73401e-248	0	1
21.58	1	1	4.23556e-248	0	0	4.23556e-248	0	1
21.6	4	2	1.26914e-248	0	0	1.26914e-248	0	1
21.61	0	1	6.9439e-249	0	0	6.9439e-249	0	1
21.63	0	1	2.07672e-249	0	0	2.07672e-249	0	1
21.64	3	1.73205	1.13517e-249	0	0	1.13517e-249	0	1
21.66	4	2	3.38851e-250	0	0	3.38851e-250	0	1
21.68	0	1	1.01021e-250	0	0	1.01021e-250	0	1
21.69	1	1	5.5132e-251	0	0	5.5132e-251	0	1
21.71	0	1	1.64051e-251	0	0	1.64051e-251	0	1
21.72	3	1.73205	8.94461e-252	0	0	8.94461e-252	0	1
21.74	2	1.41421	2.65652e-252	0	0	2.65652e-252	0	1
21.76	3	1.73205	7.87979e-253	0	0	7.87979e-253	0	1
21.77	0	1	4.28953e-253	0	0	4.28953e-253	0	1
21.79	3	1.73205	1.26995e-253	0	0	1.26995e-253	0	1
21.8	1	1	6.90667e-254	0	0	6.90667e-254	0	1
