Frequenz/GHz	Spannung/V
13.435000	0.007398
13.480000	0.006756
13.525000	0.006294
13.570000	0.005842
13.615000	0.004992
13.660000	0.004338
13.705000	0.004198
13.750000	0.003951
13.795000	0.003505
13.840000	0.003500
13.885000	0.003766
13.930000	0.003842
13.975000	0.003906
14.020000	0.004166
14.065000	0.004356
14.110000	0.004361
14.155000	0.004318
14.200000	0.004177
14.245000	0.003837
14.290000	0.003557
14.335000	0.003335
14.380000	0.002846
14.425000	0.002343
14.470000	0.002137
14.515000	0.001971
14.560000	0.001670
14.605000	0.001569
14.650000	0.001775
14.695000	0.002043
14.740000	0.002282
14.785000	0.002664
14.830000	0.003158
14.875000	0.003601
14.920000	0.004006
14.965000	0.004231
15.010000	0.004244
15.055000	0.004397
15.100000	0.004540
15.145000	0.004172
15.190000	0.003630
15.235000	0.003351
15.280000	0.003005
15.325000	0.002320
15.370000	0.001676
15.415000	0.001211
15.460000	0.000789
15.505000	0.000415
15.550000	0.000188
15.595000	0.000118
15.640000	0.000179
15.685000	0.000366
15.730000	0.000647
15.775000	0.000967
15.820000	0.001365
15.865000	0.001856
15.910000	0.002176
15.955000	0.002411
16.000000	0.002827
16.045000	0.003151
16.090000	0.003195
16.135000	0.003284
16.180000	0.003432
16.225000	0.003516
16.270000	0.003565
16.315000	0.003570
16.360000	0.003574
16.405000	0.003728
16.450000	0.003893
16.495000	0.003950
16.540000	0.003903
16.585000	0.003897
16.630000	0.004018
16.675000	0.003904
16.720000	0.003463
16.765000	0.003136
16.810000	0.002819
16.855000	0.002265
16.900000	0.001677
16.945000	0.001149
16.990000	0.000682
17.035000	0.000343
17.080000	0.000156
17.125000	0.000156
17.170000	0.000344
17.215000	0.000747
17.260000	0.001393
17.305000	0.002162
17.350000	0.002953
17.395000	0.003987
17.440000	0.005253
17.485000	0.006170
17.530000	0.006822
17.575000	0.007771
17.620000	0.008690
17.665000	0.008965
17.710000	0.008956
17.755000	0.008894
17.800000	0.008612
17.845000	0.007978
17.890000	0.006979
17.935000	0.005785
17.980000	0.004673
18.025000	0.003612
18.070000	0.002441
18.115000	0.001389
18.160000	0.000645
18.205000	0.000178
18.250000	0.000042
