Frequenz/GHz	Spannung/V
10.735000	0.149242
10.780000	0.152630
10.825000	0.154401
10.870000	0.154893
10.915000	0.158528
10.960000	0.163520
11.005000	0.163269
11.050000	0.160912
11.095000	0.162698
11.140000	0.164908
11.185000	0.163391
11.230000	0.160630
11.275000	0.159939
11.320000	0.159943
11.365000	0.158912
11.410000	0.156312
11.455000	0.152394
11.500000	0.150098
11.545000	0.150980
11.590000	0.150472
11.635000	0.147225
11.680000	0.146441
11.725000	0.150413
11.770000	0.152849
11.815000	0.151121
11.860000	0.152225
11.905000	0.156644
11.950000	0.157450
11.995000	0.154995
12.040000	0.155337
12.085000	0.157380
12.130000	0.158193
12.175000	0.157348
12.220000	0.156237
12.265000	0.157086
12.310000	0.158391
12.355000	0.155976
12.400000	0.153378
12.445000	0.151854
12.490000	0.150113
12.535000	0.148017
12.580000	0.145018
12.625000	0.142261
12.670000	0.141613
12.715000	0.140791
12.760000	0.139928
12.805000	0.141541
12.850000	0.142575
12.895000	0.143129
12.940000	0.146272
12.985000	0.148411
13.030000	0.148025
13.075000	0.150049
13.120000	0.153304
13.165000	0.153718
13.210000	0.152786
13.255000	0.152106
13.300000	0.150671
13.345000	0.148947
13.390000	0.147073
13.435000	0.143955
13.480000	0.140140
13.525000	0.140292
13.570000	0.142843
13.615000	0.139554
13.660000	0.135969
13.705000	0.140725
13.750000	0.145087
13.795000	0.141183
13.840000	0.140497
13.885000	0.146010
13.930000	0.148405
13.975000	0.146419
14.020000	0.146162
14.065000	0.147626
14.110000	0.149136
14.155000	0.148955
14.200000	0.146696
14.245000	0.143904
14.290000	0.145824
14.335000	0.148974
14.380000	0.144347
14.425000	0.139907
14.470000	0.144836
14.515000	0.148779
14.560000	0.142233
14.605000	0.138147
14.650000	0.142196
14.695000	0.143696
14.740000	0.139157
14.785000	0.135642
14.830000	0.136021
14.875000	0.137781
14.920000	0.138003
14.965000	0.134753
15.010000	0.133013
15.055000	0.137457
15.100000	0.141675
15.145000	0.137857
15.190000	0.136577
15.235000	0.143571
15.280000	0.148673
15.325000	0.145842
15.370000	0.145102
15.415000	0.149920
15.460000	0.152517
15.505000	0.148827
15.550000	0.145397
15.595000	0.144714
15.640000	0.144158
15.685000	0.142742
15.730000	0.139982
15.775000	0.138025
15.820000	0.140972
15.865000	0.143529
15.910000	0.139420
15.955000	0.138475
16.000000	0.142120
16.045000	0.141335
16.090000	0.138401
16.135000	0.138797
16.180000	0.139523
16.225000	0.139750
16.270000	0.139860
16.315000	0.140239
16.360000	0.140964
16.405000	0.139818
16.450000	0.140484
16.495000	0.142509
16.540000	0.139778
16.585000	0.137388
16.630000	0.141490
16.675000	0.142133
16.720000	0.137623
16.765000	0.137540
16.810000	0.138705
16.855000	0.135532
16.900000	0.131973
16.945000	0.128322
16.990000	0.124467
17.035000	0.121057
17.080000	0.119903
17.125000	0.120422
17.170000	0.117864
17.215000	0.117863
17.260000	0.126395
17.305000	0.130670
17.350000	0.127106
17.395000	0.132187
17.440000	0.142527
17.485000	0.141984
17.530000	0.138934
17.575000	0.142459
17.620000	0.145382
17.665000	0.143538
17.710000	0.139871
17.755000	0.135992
17.800000	0.133314
17.845000	0.132153
17.890000	0.129035
17.935000	0.122162
17.980000	0.119365
18.025000	0.125277
18.070000	0.126772
18.115000	0.120721
18.160000	0.125359
18.205000	0.138614
18.250000	0.139764
