Filename:	C:\Program Files\Pyris\Data\F-Praktikum\WS1819\BA-C-04\Pd-Ni-P_50k-m.dsd
217.00	0.6257
217.17	0.6075
217.34	0.5918
217.50	0.5785
217.67	0.5671
217.84	0.5575
218.00	0.5495
218.17	0.5433
218.34	0.5381
218.50	0.5344
218.67	0.5313
218.84	0.5291
219.00	0.5279
219.17	0.5267
219.34	0.5263
219.50	0.5260
219.67	0.5267
219.84	0.5270
220.00	0.5276
220.17	0.5279
220.34	0.5288
220.50	0.5294
220.67	0.5307
220.84	0.5313
221.00	0.5325
221.17	0.5334
221.34	0.5344
221.50	0.5356
221.67	0.5365
221.84	0.5381
222.00	0.5393
222.17	0.5409
222.34	0.5427
222.50	0.5443
222.67	0.5461
222.84	0.5480
223.00	0.5498
223.17	0.5517
223.34	0.5535
223.50	0.5551
223.67	0.5569
223.84	0.5585
224.00	0.5597
224.17	0.5612
224.34	0.5625
224.50	0.5637
224.67	0.5649
224.84	0.5662
225.00	0.5671
225.17	0.5683
225.34	0.5693
225.50	0.5702
225.67	0.5711
225.84	0.5720
226.00	0.5726
226.17	0.5736
226.34	0.5742
226.50	0.5751
226.67	0.5754
226.84	0.5764
227.00	0.5770
227.17	0.5779
227.34	0.5785
227.50	0.5788
227.67	0.5791
227.84	0.5797
228.00	0.5797
228.17	0.5797
228.34	0.5798
228.50	0.5798
228.67	0.5801
228.84	0.5801
229.00	0.5804
229.17	0.5804
229.34	0.5807
229.50	0.5813
229.67	0.5819
229.84	0.5825
230.00	0.5832
230.17	0.5841
230.34	0.5847
230.50	0.5853
230.67	0.5856
230.84	0.5859
231.00	0.5862
231.17	0.5859
231.34	0.5856
231.50	0.5856
231.67	0.5850
231.84	0.5850
232.00	0.5844
232.17	0.5844
232.34	0.5844
232.50	0.5844
232.67	0.5844
232.84	0.5844
233.00	0.5847
233.17	0.5850
233.34	0.5853
233.50	0.5859
233.67	0.5862
233.84	0.5862
234.00	0.5865
234.17	0.5865
234.34	0.5862
234.50	0.5862
234.67	0.5865
234.84	0.5862
235.00	0.5865
235.17	0.5865
235.34	0.5862
235.50	0.5859
235.67	0.5850
235.84	0.5847
236.00	0.5838
236.17	0.5828
236.34	0.5819
236.50	0.5810
236.67	0.5804
236.84	0.5794
237.00	0.5791
237.17	0.5788
237.34	0.5779
237.50	0.5776
237.67	0.5770
237.84	0.5764
238.00	0.5757
238.17	0.5751
238.34	0.5745
238.50	0.5739
238.67	0.5733
238.84	0.5726
239.00	0.5720
239.17	0.5717
239.34	0.5708
239.50	0.5702
239.67	0.5689
239.84	0.5677
240.00	0.5662
240.17	0.5646
240.34	0.5631
240.50	0.5612
240.67	0.5597
240.84	0.5578
241.00	0.5560
241.17	0.5544
241.34	0.5523
241.50	0.5504
241.67	0.5486
241.84	0.5470
242.00	0.5449
242.17	0.5427
242.34	0.5405
242.50	0.5381
242.67	0.5356
242.84	0.5328
243.00	0.5303
243.17	0.5279
243.34	0.5254
243.50	0.5229
243.67	0.5198
243.84	0.5171
244.00	0.5140
244.17	0.5109
244.34	0.5081
244.50	0.5044
244.67	0.5007
244.84	0.4967
245.00	0.4927
245.17	0.4890
245.34	0.4856
245.50	0.4822
245.67	0.4794
245.84	0.4770
246.00	0.4745
246.17	0.4720
246.34	0.4699
246.50	0.4683
246.67	0.4662
246.84	0.4640
247.00	0.4621
247.17	0.4603
247.34	0.4581
247.50	0.4560
247.67	0.4538
247.84	0.4517
248.00	0.4495
248.17	0.4467
248.34	0.4439
248.50	0.4412
248.67	0.4384
248.84	0.4356
249.00	0.4328
249.17	0.4300
249.34	0.4276
249.50	0.4245
249.67	0.4217
249.84	0.4189
250.00	0.4158
250.17	0.4124
250.34	0.4093
250.50	0.4056
250.67	0.4025
250.84	0.3988
251.00	0.3954
251.17	0.3921
251.34	0.3887
251.50	0.3853
251.67	0.3819
251.84	0.3785
252.00	0.3751
252.17	0.3720
252.34	0.3686
252.50	0.3652
252.67	0.3621
252.84	0.3587
253.00	0.3553
253.17	0.3519
253.34	0.3482
253.50	0.3445
253.67	0.3405
253.84	0.3365
254.00	0.3325
254.17	0.3285
254.34	0.3248
254.50	0.3208
254.67	0.3167
254.84	0.3130
255.00	0.3090
255.17	0.3050
255.34	0.3010
255.50	0.2970
255.67	0.2924
255.84	0.2880
256.00	0.2831
256.17	0.2788
256.34	0.2741
256.50	0.2698
256.67	0.2652
256.84	0.2609
257.00	0.2565
257.17	0.2519
257.34	0.2473
257.50	0.2423
257.67	0.2371
257.84	0.2315
258.00	0.2263
258.17	0.2210
258.34	0.2161
258.50	0.2118
258.67	0.2078
258.84	0.2041
259.00	0.2013
259.17	0.1985
259.34	0.1957
259.50	0.1939
259.67	0.1920
259.84	0.1902
260.00	0.1883
260.17	0.1871
260.34	0.1855
260.50	0.1834
260.67	0.1819
260.84	0.1797
261.00	0.1775
261.17	0.1748
261.34	0.1723
261.50	0.1695
261.67	0.1664
261.84	0.1636
262.00	0.1602
262.17	0.1568
262.34	0.1540
262.50	0.1510
262.67	0.1479
262.84	0.1451
263.00	0.1420
263.17	0.1392
263.34	0.1361
263.50	0.1334
263.67	0.1306
263.84	0.1281
264.00	0.1253
264.17	0.1226
264.34	0.1201
264.50	0.1173
264.67	0.1148
264.84	0.1124
265.00	0.1096
265.17	0.1071
265.34	0.1050
265.50	0.1025
265.67	0.1000
265.84	0.0982
266.00	0.0957
266.17	0.0939
266.34	0.0920
266.50	0.0901
266.67	0.0877
266.84	0.0858
267.00	0.0837
267.17	0.0812
267.34	0.0790
267.50	0.0766
267.67	0.0741
267.84	0.0716
268.00	0.0691
268.17	0.0667
268.34	0.0642
268.50	0.0614
268.67	0.0590
268.84	0.0568
269.00	0.0543
269.17	0.0525
269.34	0.0506
269.50	0.0491
269.67	0.0472
269.84	0.0454
270.00	0.0435
270.17	0.0417
270.34	0.0398
270.50	0.0380
270.67	0.0358
270.84	0.0337
271.00	0.0315
271.17	0.0293
271.34	0.0272
271.50	0.0250
271.67	0.0225
271.84	0.0201
272.00	0.0179
272.17	0.0157
272.34	0.0133
272.50	0.0114
272.67	0.0093
272.84	0.0071
273.00	0.0052
273.17	0.0031
273.34	9.3349e-004
273.50	-6.0996e-004
273.67	-0.0025
273.84	-0.0040
274.00	-0.0055
274.17	-0.0068
274.34	-0.0083
274.50	-0.0092
274.67	-0.0105
274.84	-0.0114
275.00	-0.0123
275.17	-0.0133
275.34	-0.0142
275.50	-0.0154
275.67	-0.0163
275.84	-0.0176
276.00	-0.0191
276.17	-0.0207
276.34	-0.0222
276.50	-0.0238
276.67	-0.0256
276.84	-0.0278
277.00	-0.0296
277.17	-0.0318
277.34	-0.0346
277.50	-0.0367
277.67	-0.0392
277.84	-0.0414
278.00	-0.0435
278.17	-0.0454
278.34	-0.0472
278.50	-0.0488
278.67	-0.0503
278.84	-0.0515
279.00	-0.0522
279.17	-0.0528
279.34	-0.0531
279.50	-0.0534
279.67	-0.0534
279.84	-0.0534
280.00	-0.0531
280.17	-0.0525
280.34	-0.0522
280.50	-0.0519
280.67	-0.0512
280.84	-0.0509
281.00	-0.0506
281.17	-0.0506
281.34	-0.0506
281.50	-0.0509
281.67	-0.0519
281.84	-0.0528
282.00	-0.0546
282.17	-0.0571
282.34	-0.0599
282.50	-0.0630
282.67	-0.0664
282.84	-0.0695
283.00	-0.0722
283.17	-0.0747
283.34	-0.0772
283.50	-0.0787
283.67	-0.0803
283.84	-0.0812
284.00	-0.0824
284.17	-0.0827
284.34	-0.0827
284.50	-0.0827
284.67	-0.0824
284.84	-0.0821
285.00	-0.0809
285.17	-0.0796
285.34	-0.0781
285.50	-0.0759
285.67	-0.0741
285.84	-0.0716
286.00	-0.0691
286.17	-0.0670
286.34	-0.0642
286.50	-0.0620
286.67	-0.0596
286.84	-0.0571
287.00	-0.0546
287.17	-0.0525
287.34	-0.0500
287.50	-0.0482
287.67	-0.0463
287.84	-0.0444
288.00	-0.0426
288.17	-0.0407
288.34	-0.0392
288.50	-0.0374
288.67	-0.0358
288.84	-0.0340
289.00	-0.0327
289.17	-0.0309
289.34	-0.0293
289.50	-0.0275
289.67	-0.0256
289.84	-0.0241
290.00	-0.0219
290.17	-0.0207
290.34	-0.0188
290.50	-0.0173
290.67	-0.0157
290.84	-0.0142
291.00	-0.0123
291.17	-0.0105
291.34	-0.0083
291.50	-0.0062
291.67	-0.0037
291.84	-9.1870e-004
292.00	0.0019
292.17	0.0046
292.34	0.0077
292.50	0.0105
292.67	0.0136
292.84	0.0167
293.00	0.0198
293.17	0.0232
293.34	0.0259
293.50	0.0293
293.67	0.0327
293.84	0.0361
294.00	0.0398
294.17	0.0435
294.34	0.0473
294.50	0.0513
294.67	0.0553
294.84	0.0593
295.00	0.0639
295.17	0.0683
295.34	0.0729
295.50	0.0781
295.67	0.0831
295.84	0.0883
296.00	0.0936
296.17	0.0991
296.34	0.1044
296.50	0.1099
296.67	0.1149
296.84	0.1198
297.00	0.1244
297.17	0.1294
297.34	0.1343
297.50	0.1389
297.67	0.1435
297.84	0.1485
298.00	0.1528
298.17	0.1574
298.34	0.1617
298.50	0.1661
298.67	0.1704
298.84	0.1750
299.00	0.1797
299.17	0.1846
299.34	0.1895
299.50	0.1948
299.67	0.2003
299.84	0.2056
300.00	0.2111
300.17	0.2170
300.34	0.2226
300.50	0.2284
300.67	0.2340
300.84	0.2395
301.00	0.2451
301.17	0.2507
301.34	0.2562
301.50	0.2618
301.67	0.2676
301.84	0.2735
302.00	0.2800
302.17	0.2865
302.34	0.2933
302.50	0.3004
302.67	0.3075
302.84	0.3149
303.00	0.3229
303.17	0.3306
303.34	0.3387
303.50	0.3470
303.67	0.3553
303.84	0.3637
304.00	0.3723
304.17	0.3812
304.34	0.3899
304.50	0.3992
304.67	0.4087
304.84	0.4183
305.00	0.4282
305.17	0.4387
305.34	0.4492
305.50	0.4597
305.67	0.4705
305.84	0.4813
306.00	0.4924
306.17	0.5032
306.34	0.5146
306.50	0.5254
306.67	0.5368
306.84	0.5477
307.00	0.5591
307.17	0.5702
307.34	0.5813
307.50	0.5927
307.67	0.6044
307.84	0.6165
308.00	0.6285
308.17	0.6412
308.34	0.6541
308.50	0.6665
308.67	0.6795
308.84	0.6927
309.00	0.7063
309.17	0.7199
309.34	0.7335
309.50	0.7473
309.67	0.7615
309.84	0.7758
310.00	0.7903
310.17	0.8048
310.34	0.8199
310.50	0.8350
310.67	0.8508
310.84	0.8665
311.00	0.8826
311.17	0.8992
311.34	0.9156
311.50	0.9326
311.67	0.9492
311.84	0.9665
312.00	0.9841
312.17	1.0020
312.34	1.0199
312.50	1.0381
312.67	1.0567
312.84	1.0755
313.00	1.0946
313.17	1.1135
313.34	1.1329
313.50	1.1524
313.67	1.1724
313.84	1.1922
314.00	1.2123
314.17	1.2326
314.34	1.2530
314.50	1.2740
314.67	1.2953
314.84	1.3175
315.00	1.3400
315.17	1.3626
315.34	1.3854
315.50	1.4083
315.67	1.4311
315.84	1.4539
316.00	1.4768
316.17	1.4990
316.34	1.5219
316.50	1.5450
316.67	1.5682
316.84	1.5913
317.00	1.6151
317.17	1.6386
317.34	1.6626
317.50	1.6870
317.67	1.7111
317.84	1.7355
318.00	1.7602
318.17	1.7846
318.34	1.8096
318.50	1.8340
318.67	1.8590
318.84	1.8840
319.00	1.9087
319.17	1.9337
319.34	1.9584
319.50	1.9834
319.67	2.0078
319.84	2.0324
320.00	2.0572
320.17	2.0818
320.34	2.1062
320.50	2.1309
320.67	2.1553
320.84	2.1797
321.00	2.2041
321.17	2.2288
321.34	2.2532
321.50	2.2776
321.67	2.3016
321.84	2.3260
322.00	2.3501
322.17	2.3733
322.34	2.3964
322.50	2.4192
322.67	2.4415
322.84	2.4631
323.00	2.4844
323.17	2.5051
323.34	2.5254
323.50	2.5452
323.67	2.5646
323.84	2.5832
324.00	2.6014
324.17	2.6190
324.34	2.6360
324.50	2.6523
324.67	2.6681
324.84	2.6832
325.00	2.6974
325.17	2.7110
325.34	2.7239
325.50	2.7363
325.67	2.7474
325.84	2.7585
326.00	2.7681
326.17	2.7770
326.34	2.7854
326.50	2.7928
326.67	2.7993
326.84	2.8048
327.00	2.8095
327.17	2.8138
327.34	2.8169
327.50	2.8187
327.67	2.8199
327.84	2.8206
328.00	2.8202
328.17	2.8193
328.34	2.8178
328.50	2.8159
328.67	2.8131
328.84	2.8104
329.00	2.8067
329.17	2.8026
329.34	2.7980
329.50	2.7934
329.67	2.7881
329.84	2.7829
330.00	2.7776
330.17	2.7721
330.34	2.7668
330.50	2.7610
330.67	2.7551
330.84	2.7486
331.00	2.7421
331.17	2.7353
331.34	2.7286
331.50	2.7215
331.67	2.7143
331.84	2.7069
332.00	2.6995
332.17	2.6918
332.34	2.6841
332.50	2.6764
332.67	2.6690
332.84	2.6616
333.00	2.6548
333.17	2.6474
333.34	2.6406
333.50	2.6335
333.67	2.6264
333.84	2.6196
334.00	2.6131
334.17	2.6060
334.34	2.5998
334.50	2.5933
334.67	2.5872
334.84	2.5813
335.00	2.5758
335.17	2.5705
335.34	2.5653
335.50	2.5606
335.67	2.5560
335.84	2.5517
336.00	2.5477
336.17	2.5433
336.34	2.5396
336.50	2.5356
336.67	2.5316
336.84	2.5276
337.00	2.5236
337.17	2.5199
337.34	2.5162
337.50	2.5125
337.67	2.5088
337.84	2.5051
338.00	2.5017
338.17	2.4983
338.34	2.4952
338.50	2.4918
338.67	2.4887
338.84	2.4856
339.00	2.4822
339.17	2.4791
339.34	2.4757
339.50	2.4723
339.67	2.4690
339.84	2.4659
340.00	2.4631
340.17	2.4600
340.34	2.4572
340.50	2.4544
340.67	2.4520
340.84	2.4498
341.00	2.4476
341.17	2.4458
341.34	2.4439
341.50	2.4421
341.67	2.4402
341.84	2.4387
342.00	2.4368
342.17	2.4350
342.34	2.4328
342.50	2.4310
342.67	2.4291
342.84	2.4273
343.00	2.4254
343.17	2.4236
343.34	2.4214
343.50	2.4199
343.67	2.4177
343.84	2.4159
344.00	2.4140
344.17	2.4128
344.34	2.4112
344.50	2.4100
344.67	2.4091
344.84	2.4081
345.00	2.4075
345.17	2.4072
345.34	2.4069
345.50	2.4066
345.67	2.4066
345.84	2.4060
346.00	2.4063
346.17	2.4063
346.34	2.4066
346.50	2.4069
346.67	2.4072
346.84	2.4075
347.00	2.4075
347.17	2.4078
347.34	2.4078
347.50	2.4081
347.67	2.4081
347.84	2.4078
348.00	2.4078
348.17	2.4078
348.34	2.4075
348.50	2.4078
348.67	2.4078
348.84	2.4075
349.00	2.4078
349.17	2.4078
349.34	2.4081
349.50	2.4084
349.67	2.4091
349.84	2.4097
350.00	2.4103
350.17	2.4109
350.34	2.4118
350.50	2.4122
350.67	2.4128
350.84	2.4134
351.00	2.4137
351.17	2.4140
351.34	2.4143
351.50	2.4143
351.67	2.4143
351.84	2.4143
352.00	2.4140
352.17	2.4137
352.34	2.4134
352.50	2.4128
352.67	2.4122
352.84	2.4115
353.00	2.4109
353.17	2.4097
353.34	2.4088
353.50	2.4078
353.67	2.4072
353.84	2.4066
354.00	2.4060
354.17	2.4060
354.34	2.4057
354.50	2.4054
354.67	2.4051
354.84	2.4047
355.00	2.4041
355.17	2.4035
355.34	2.4029
355.50	2.4020
355.67	2.4010
355.84	2.3998
356.00	2.3986
356.17	2.3973
356.34	2.3961
356.50	2.3952
356.67	2.3942
356.84	2.3933
357.00	2.3924
357.17	2.3921
357.34	2.3912
357.50	2.3905
357.67	2.3905
357.84	2.3902
358.00	2.3899
358.17	2.3896
358.34	2.3896
358.50	2.3896
358.67	2.3893
358.84	2.3893
359.00	2.3893
359.17	2.3893
359.34	2.3893
359.50	2.3893
359.67	2.3887
359.84	2.3887
360.00	2.3884
360.17	2.3884
360.34	2.3881
360.50	2.3878
360.67	2.3878
360.84	2.3881
361.00	2.3881
361.17	2.3881
361.34	2.3887
361.50	2.3887
361.67	2.3890
361.84	2.3890
362.00	2.3887
362.17	2.3884
362.34	2.3874
362.50	2.3865
362.67	2.3856
362.84	2.3840
363.00	2.3822
363.17	2.3810
363.34	2.3791
363.50	2.3776
363.67	2.3757
363.84	2.3742
364.00	2.3726
364.17	2.3714
364.34	2.3702
364.50	2.3692
364.67	2.3680
364.84	2.3668
365.00	2.3659
365.17	2.3649
365.34	2.3637
365.50	2.3628
365.67	2.3615
365.84	2.3606
366.00	2.3594
366.17	2.3584
366.34	2.3575
366.50	2.3563
366.67	2.3554
366.84	2.3544
367.00	2.3535
367.17	2.3523
367.34	2.3513
367.50	2.3501
367.67	2.3486
367.84	2.3473
368.00	2.3458
368.17	2.3439
368.34	2.3424
368.50	2.3408
368.67	2.3399
368.84	2.3390
369.00	2.3381
369.17	2.3378
369.34	2.3378
369.50	2.3374
369.67	2.3381
369.84	2.3384
370.00	2.3387
370.17	2.3396
370.34	2.3405
370.50	2.3415
370.67	2.3424
370.84	2.3436
371.00	2.3449
371.17	2.3461
371.34	2.3473
371.50	2.3492
371.67	2.3504
371.84	2.3520
372.00	2.3535
372.17	2.3553
372.34	2.3572
372.50	2.3591
372.67	2.3609
372.84	2.3621
373.00	2.3637
373.17	2.3649
373.34	2.3658
373.50	2.3671
373.67	2.3680
373.84	2.3686
374.00	2.3696
374.17	2.3705
374.34	2.3720
374.50	2.3733
374.67	2.3745
374.84	2.3760
375.00	2.3779
375.17	2.3794
375.34	2.3810
375.50	2.3825
375.67	2.3838
375.84	2.3844
376.00	2.3850
376.17	2.3850
376.34	2.3844
376.50	2.3835
376.67	2.3822
376.84	2.3801
377.00	2.3782
377.17	2.3754
377.34	2.3729
377.50	2.3699
377.67	2.3662
377.84	2.3625
378.00	2.3584
378.17	2.3541
378.34	2.3498
378.50	2.3455
378.67	2.3411
378.84	2.3362
379.00	2.3316
379.17	2.3263
379.34	2.3211
379.50	2.3155
379.67	2.3103
379.84	2.3047
380.00	2.2992
380.17	2.2942
380.34	2.2893
380.50	2.2853
380.67	2.2816
380.84	2.2785
381.00	2.2754
381.17	2.2729
381.34	2.2708
381.50	2.2683
381.67	2.2658
381.84	2.2631
382.00	2.2603
382.17	2.2572
382.34	2.2535
382.50	2.2498
382.67	2.2451
382.84	2.2399
383.00	2.2343
383.17	2.2279
383.34	2.2208
383.50	2.2134
383.67	2.2059
383.84	2.1976
384.00	2.1896
384.17	2.1809
384.34	2.1717
384.50	2.1621
384.67	2.1516
384.84	2.1414
385.00	2.1300
385.17	2.1183
385.34	2.1059
385.50	2.0933
385.67	2.0800
385.84	2.0661
386.00	2.0513
386.17	2.0365
386.34	2.0213
386.50	2.0056
386.67	1.9898
386.84	1.9732
387.00	1.9562
387.17	1.9386
387.34	1.9207
387.50	1.9016
387.67	1.8821
387.84	1.8617
388.00	1.8411
388.17	1.8194
388.34	1.7975
388.50	1.7753
388.67	1.7525
388.84	1.7290
389.00	1.7055
389.17	1.6808
389.34	1.6558
389.50	1.6302
389.67	1.6040
389.84	1.5777
390.00	1.5503
390.17	1.5225
390.34	1.4941
390.50	1.4648
390.67	1.4351
390.84	1.4049
391.00	1.3740
391.17	1.3428
391.34	1.3110
391.50	1.2789
391.67	1.2459
391.84	1.2129
392.00	1.1789
392.17	1.1443
392.34	1.1088
392.50	1.0727
392.67	1.0354
392.84	0.9974
393.00	0.9579
393.17	0.9171
393.34	0.8748
393.50	0.8313
393.67	0.7859
393.84	0.7396
394.00	0.6912
394.17	0.6415
394.34	0.5899
394.50	0.5371
394.67	0.4828
394.84	0.4269
395.00	0.3692
395.17	0.3099
395.34	0.2488
395.50	0.1858
395.67	0.1204
395.84	0.0531
396.00	-0.0167
396.17	-0.0889
396.34	-0.1633
396.50	-0.2399
396.67	-0.3189
396.84	-0.4001
397.00	-0.4831
397.17	-0.5689
397.34	-0.6560
397.50	-0.7458
397.67	-0.8378
397.84	-0.9313
398.00	-1.0267
398.17	-1.1243
398.34	-1.2234
398.50	-1.3246
398.67	-1.4277
398.84	-1.5333
399.00	-1.6410
399.17	-1.7512
399.34	-1.8639
399.50	-1.9788
399.67	-2.0967
399.84	-2.2168
400.00	-2.3396
400.17	-2.4650
400.34	-2.5931
400.50	-2.7233
400.67	-2.8567
400.84	-2.9925
401.00	-3.1311
401.17	-3.2725
401.34	-3.4167
401.50	-3.5633
401.67	-3.7133
401.84	-3.8658
402.00	-4.0208
402.17	-4.1788
402.34	-4.3400
402.50	-4.5036
402.67	-4.6703
402.84	-4.8397
403.00	-5.0126
403.17	-5.1883
403.34	-5.3676
403.50	-5.5498
403.67	-5.7353
403.84	-5.9236
404.00	-6.1150
404.17	-6.3098
404.34	-6.5080
404.50	-6.7089
404.67	-6.9136
404.84	-7.1213
405.00	-7.3328
405.17	-7.5477
405.34	-7.7659
405.50	-7.9879
405.67	-8.2132
405.84	-8.4429
406.00	-8.6762
406.17	-8.9133
406.34	-9.1547
406.50	-9.4001
406.67	-9.6496
406.84	-9.9033
407.00	-10.1614
407.17	-10.4238
407.34	-10.6908
407.50	-10.9622
407.67	-11.2388
407.84	-11.5203
408.00	-11.8065
408.17	-12.0976
408.34	-12.3939
408.50	-12.6955
408.67	-13.0017
408.84	-13.3132
409.00	-13.6296
409.17	-13.9516
409.34	-14.2785
409.50	-14.6107
409.67	-14.9481
409.84	-15.2904
410.00	-15.6380
410.17	-15.9912
410.34	-16.3496
410.50	-16.7141
410.67	-17.0839
410.84	-17.4609
411.00	-17.8436
411.17	-18.2335
411.34	-18.6299
411.50	-19.0340
411.67	-19.4452
411.84	-19.8644
412.00	-20.2916
412.17	-20.7262
412.34	-21.1689
412.50	-21.6206
412.67	-22.0802
412.84	-22.5479
413.00	-23.0245
413.17	-23.5085
413.34	-24.0003
413.50	-24.5001
413.67	-25.0073
413.84	-25.5222
414.00	-26.0439
414.17	-26.5727
414.34	-27.1077
414.50	-27.6479
414.67	-28.1930
414.84	-28.7422
415.00	-29.2948
415.17	-29.8498
415.34	-30.4061
415.50	-30.9627
415.67	-31.5183
415.84	-32.0709
416.00	-32.6198
416.17	-33.1622
416.34	-33.6974
416.50	-34.2228
416.67	-34.7374
416.84	-35.2388
417.00	-35.7256
417.17	-36.1963
417.34	-36.6489
417.50	-37.0820
417.67	-37.4935
417.84	-37.8821
418.00	-38.2461
418.17	-38.5829
418.34	-38.8919
418.50	-39.1709
418.67	-39.4191
418.84	-39.6349
419.00	-39.8171
419.17	-39.9655
419.34	-40.0785
419.50	-40.1560
419.67	-40.1974
419.84	-40.2026
420.00	-40.1711
420.17	-40.1035
420.34	-40.0004
420.50	-39.8627
420.67	-39.6917
420.84	-39.4883
421.00	-39.2549
421.17	-38.9931
421.34	-38.7048
421.50	-38.3933
421.67	-38.0609
421.84	-37.7105
422.00	-37.3450
422.17	-36.9672
422.34	-36.5807
422.50	-36.1871
422.67	-35.7907
422.84	-35.3937
423.00	-34.9992
423.17	-34.6106
423.34	-34.2290
423.50	-33.8576
423.67	-33.4983
423.84	-33.1529
424.00	-32.8226
424.17	-32.5089
424.34	-32.2117
424.50	-31.9317
424.67	-31.6690
424.84	-31.4226
425.00	-31.1927
425.17	-30.9775
425.34	-30.7775
425.50	-30.5904
425.67	-30.4150
425.84	-30.2496
426.00	-30.0921
426.17	-29.9403
426.34	-29.7912
426.50	-29.6415
426.67	-29.4883
426.84	-29.3281
427.00	-29.1571
427.17	-28.9713
427.34	-28.7669
427.50	-28.5385
427.67	-28.2823
427.84	-27.9933
428.00	-27.6670
428.17	-27.2978
428.34	-26.8820
428.50	-26.4134
428.67	-25.8893
428.84	-25.3052
429.00	-24.6579
429.17	-23.9463
429.34	-23.1709
429.50	-22.3337
429.67	-21.4388
429.84	-20.4923
430.00	-19.5029
430.17	-18.4799
430.34	-17.4334
430.50	-16.3752
430.67	-15.3161
430.84	-14.2671
431.00	-13.2379
431.17	-12.2378
431.34	-11.2740
431.50	-10.3526
431.67	-9.4793
431.84	-8.6566
432.00	-7.8870
432.17	-7.1717
432.34	-6.5108
432.50	-5.9033
432.67	-5.3477
432.84	-4.8417
433.00	-4.3827
433.17	-3.9684
433.34	-3.5952
433.50	-3.2605
433.67	-2.9614
433.84	-2.6941
434.00	-2.4564
434.17	-2.2452
434.34	-2.0582
434.50	-1.8927
434.67	-1.7461
434.84	-1.6170
435.00	-1.5028
435.17	-1.4025
435.34	-1.3136
435.50	-1.2358
435.67	-1.1669
435.84	-1.1064
436.00	-1.0530
436.17	-1.0067
436.34	-0.9659
436.50	-0.9301
436.67	-0.8989
436.84	-0.8718
437.00	-0.8480
437.17	-0.8279
437.34	-0.8103
437.50	-0.7952
437.67	-0.7829
437.84	-0.7730
438.00	-0.7650
438.17	-0.7591
438.34	-0.7554
438.50	-0.7526
438.67	-0.7514
438.84	-0.7517
439.00	-0.7533
439.17	-0.7566
439.34	-0.7607
439.50	-0.7659
439.67	-0.7730
439.84	-0.7810
440.00	-0.7906
440.17	-0.8011
440.34	-0.8125
440.50	-0.8255
440.67	-0.8385
440.84	-0.8530
441.00	-0.8681
441.17	-0.8838
441.34	-0.9005
441.50	-0.9184
441.67	-0.9366
441.84	-0.9561
442.00	-0.9758
442.17	-0.9962
442.34	-1.0175
442.50	-1.0397
442.67	-1.0626
442.84	-1.0857
443.00	-1.1101
443.17	-1.1348
443.34	-1.1607
443.50	-1.1873
443.67	-1.2142
443.84	-1.2426
444.00	-1.2716
444.17	-1.3015
444.34	-1.3324
444.50	-1.3639
444.67	-1.3969
444.84	-1.4312
445.00	-1.4660
445.17	-1.5022
445.34	-1.5395
445.50	-1.5778
445.67	-1.6173
445.84	-1.6581
446.00	-1.6994
446.17	-1.7423
446.34	-1.7862
446.50	-1.8312
446.67	-1.8769
446.84	-1.9242
447.00	-1.9723
447.17	-2.0220
447.34	-2.0723
447.50	-2.1239
447.67	-2.1761
