Filename:	C:\Program Files\Pyris\Data\F-Praktikum\WS1819\BA-C-04\Pd-Ni-P_20k-m.dsd
207.07	0.3741
207.13	0.3744
207.20	0.3747
207.27	0.3751
207.33	0.3754
207.40	0.3757
207.47	0.3760
207.53	0.3763
207.60	0.3769
207.67	0.3772
207.73	0.3775
207.80	0.3785
207.87	0.3788
207.93	0.3794
208.00	0.3800
208.07	0.3809
208.13	0.3816
208.20	0.3825
208.27	0.3834
208.33	0.3840
208.40	0.3847
208.47	0.3853
208.53	0.3859
208.60	0.3865
208.67	0.3874
208.73	0.3881
208.80	0.3890
208.87	0.3893
208.93	0.3899
209.00	0.3908
209.07	0.3915
209.13	0.3924
209.20	0.3933
209.27	0.3943
209.33	0.3952
209.40	0.3955
209.47	0.3964
209.53	0.3970
209.60	0.3980
209.67	0.3986
209.73	0.3992
209.80	0.3998
209.87	0.4005
209.93	0.4011
210.00	0.4017
210.07	0.4026
210.13	0.4032
210.20	0.4039
210.27	0.4048
210.33	0.4057
210.40	0.4066
210.47	0.4073
210.53	0.4079
210.60	0.4085
210.67	0.4091
210.73	0.4094
210.80	0.4101
210.87	0.4107
210.93	0.4110
211.00	0.4116
211.07	0.4119
211.13	0.4125
211.20	0.4128
211.27	0.4135
211.33	0.4138
211.40	0.4144
211.47	0.4150
211.53	0.4156
211.60	0.4159
211.67	0.4162
211.73	0.4169
211.80	0.4172
211.87	0.4175
211.93	0.4178
212.00	0.4184
212.07	0.4184
212.13	0.4187
212.20	0.4190
212.27	0.4197
212.33	0.4197
212.40	0.4200
212.47	0.4206
212.53	0.4209
212.60	0.4212
212.67	0.4215
212.73	0.4215
212.80	0.4215
212.87	0.4218
212.93	0.4218
213.00	0.4221
213.07	0.4221
213.13	0.4221
213.20	0.4221
213.27	0.4221
213.33	0.4221
213.40	0.4221
213.47	0.4224
213.53	0.4221
213.60	0.4224
213.67	0.4221
213.73	0.4224
213.80	0.4224
213.87	0.4221
213.93	0.4221
214.00	0.4218
214.07	0.4218
214.13	0.4215
214.20	0.4212
214.27	0.4215
214.33	0.4212
214.40	0.4215
214.47	0.4215
214.53	0.4215
214.60	0.4215
214.67	0.4215
214.73	0.4218
214.80	0.4224
214.87	0.4227
214.93	0.4231
215.00	0.4237
215.07	0.4240
215.13	0.4246
215.20	0.4249
215.27	0.4258
215.33	0.4258
215.40	0.4262
215.47	0.4268
215.53	0.4271
215.60	0.4271
215.67	0.4277
215.73	0.4277
215.80	0.4280
215.87	0.4283
215.93	0.4286
216.00	0.4289
216.07	0.4293
216.13	0.4296
216.20	0.4296
216.27	0.4296
216.33	0.4299
216.40	0.4302
216.47	0.4305
216.53	0.4305
216.60	0.4308
216.67	0.4311
216.73	0.4311
216.80	0.4317
216.87	0.4320
216.93	0.4320
217.00	0.4320
217.07	0.4320
217.13	0.4324
217.20	0.4324
217.27	0.4324
217.33	0.4324
217.40	0.4327
217.47	0.4327
217.53	0.4330
217.60	0.4330
217.67	0.4333
217.73	0.4336
217.80	0.4342
217.87	0.4348
217.93	0.4348
218.00	0.4354
218.07	0.4358
218.13	0.4361
218.20	0.4364
218.27	0.4367
218.33	0.4370
218.40	0.4373
218.47	0.4373
218.53	0.4373
218.60	0.4370
218.67	0.4373
218.73	0.4370
218.80	0.4367
218.87	0.4367
218.93	0.4364
219.00	0.4358
219.07	0.4351
219.13	0.4351
219.20	0.4351
219.27	0.4348
219.33	0.4345
219.40	0.4342
219.47	0.4336
219.53	0.4333
219.60	0.4330
219.67	0.4327
219.73	0.4324
219.80	0.4320
219.87	0.4317
219.93	0.4317
220.00	0.4314
220.07	0.4314
220.13	0.4317
220.20	0.4314
220.27	0.4314
220.33	0.4314
220.40	0.4311
220.47	0.4311
220.53	0.4311
220.60	0.4311
220.67	0.4308
220.73	0.4308
220.80	0.4302
220.87	0.4296
220.93	0.4289
221.00	0.4280
221.07	0.4271
221.13	0.4258
221.20	0.4246
221.27	0.4237
221.33	0.4227
221.40	0.4215
221.47	0.4209
221.53	0.4203
221.60	0.4203
221.67	0.4200
221.73	0.4200
221.80	0.4200
221.87	0.4203
221.93	0.4203
222.00	0.4209
222.07	0.4215
222.13	0.4221
222.20	0.4227
222.27	0.4231
222.33	0.4237
222.40	0.4243
222.47	0.4249
222.53	0.4255
222.60	0.4258
222.67	0.4262
222.73	0.4268
222.80	0.4271
222.87	0.4277
222.93	0.4280
223.00	0.4280
223.07	0.4286
223.13	0.4286
223.20	0.4289
223.27	0.4293
223.33	0.4293
223.40	0.4293
223.47	0.4293
223.53	0.4299
223.60	0.4299
223.67	0.4302
223.73	0.4305
223.80	0.4308
223.87	0.4311
223.93	0.4314
224.00	0.4320
224.07	0.4324
224.13	0.4324
224.20	0.4324
224.27	0.4324
224.33	0.4327
224.40	0.4327
224.47	0.4327
224.53	0.4327
224.60	0.4324
224.67	0.4324
224.73	0.4320
224.80	0.4320
224.87	0.4314
224.93	0.4311
225.00	0.4308
225.07	0.4308
225.13	0.4308
225.20	0.4305
225.27	0.4305
225.33	0.4305
225.40	0.4308
225.47	0.4305
225.53	0.4305
225.60	0.4308
225.67	0.4305
225.73	0.4305
225.80	0.4305
225.87	0.4305
225.93	0.4302
226.00	0.4305
226.07	0.4302
226.13	0.4299
226.20	0.4296
226.27	0.4296
226.33	0.4289
226.40	0.4286
226.47	0.4280
226.53	0.4277
226.60	0.4274
226.67	0.4274
226.73	0.4271
226.80	0.4271
226.87	0.4268
226.93	0.4265
227.00	0.4265
227.07	0.4265
227.13	0.4262
227.20	0.4262
227.27	0.4262
227.33	0.4258
227.40	0.4258
227.47	0.4262
227.53	0.4258
227.60	0.4262
227.67	0.4258
227.73	0.4258
227.80	0.4255
227.87	0.4255
227.93	0.4249
228.00	0.4249
228.07	0.4246
228.13	0.4246
228.20	0.4246
228.27	0.4240
228.33	0.4240
228.40	0.4240
228.47	0.4237
228.53	0.4234
228.60	0.4234
228.67	0.4234
228.73	0.4234
228.80	0.4231
228.87	0.4231
228.93	0.4231
229.00	0.4231
229.07	0.4224
229.13	0.4224
229.20	0.4224
229.27	0.4221
229.33	0.4218
229.40	0.4218
229.47	0.4215
229.53	0.4215
229.60	0.4209
229.67	0.4209
229.73	0.4206
229.80	0.4203
229.87	0.4200
229.93	0.4197
230.00	0.4197
230.07	0.4193
230.13	0.4187
230.20	0.4187
230.27	0.4184
230.33	0.4181
230.40	0.4178
230.47	0.4175
230.53	0.4169
230.60	0.4169
230.67	0.4166
230.73	0.4159
230.80	0.4159
230.87	0.4153
230.93	0.4150
231.00	0.4144
231.07	0.4138
231.13	0.4135
231.20	0.4128
231.27	0.4125
231.33	0.4122
231.40	0.4119
231.47	0.4116
231.53	0.4113
231.60	0.4113
231.67	0.4113
231.73	0.4110
231.80	0.4110
231.87	0.4110
231.93	0.4107
232.00	0.4107
232.07	0.4104
232.13	0.4097
232.20	0.4097
232.27	0.4094
232.33	0.4088
232.40	0.4082
232.47	0.4076
232.53	0.4073
232.60	0.4066
232.67	0.4060
232.73	0.4054
232.80	0.4051
232.87	0.4045
232.93	0.4035
233.00	0.4032
233.07	0.4026
233.13	0.4020
233.20	0.4014
233.27	0.4005
233.33	0.3998
233.40	0.3995
233.47	0.3989
233.53	0.3986
233.60	0.3980
233.67	0.3977
233.73	0.3970
233.80	0.3961
233.87	0.3958
233.93	0.3952
234.00	0.3946
234.07	0.3939
234.13	0.3930
234.20	0.3921
234.27	0.3912
234.33	0.3905
234.40	0.3896
234.47	0.3887
234.53	0.3881
234.60	0.3868
234.67	0.3862
234.73	0.3856
234.80	0.3850
234.87	0.3847
234.93	0.3843
235.00	0.3837
235.07	0.3837
235.13	0.3834
235.20	0.3831
235.27	0.3828
235.33	0.3828
235.40	0.3828
235.47	0.3828
235.53	0.3828
235.60	0.3828
235.67	0.3822
235.73	0.3822
235.80	0.3822
235.87	0.3812
235.93	0.3806
236.00	0.3800
236.07	0.3794
236.13	0.3788
236.20	0.3782
236.27	0.3775
236.33	0.3772
236.40	0.3769
236.47	0.3766
236.53	0.3760
236.60	0.3754
236.67	0.3747
236.73	0.3741
236.80	0.3735
236.87	0.3729
236.93	0.3726
237.00	0.3720
237.07	0.3716
237.13	0.3710
237.20	0.3710
237.27	0.3710
237.33	0.3707
237.40	0.3707
237.47	0.3707
237.53	0.3704
237.60	0.3701
237.67	0.3701
237.73	0.3698
237.80	0.3698
237.87	0.3692
237.93	0.3692
238.00	0.3689
238.07	0.3679
238.13	0.3676
238.20	0.3673
238.27	0.3667
238.33	0.3664
238.40	0.3658
238.47	0.3655
238.53	0.3648
238.60	0.3645
238.67	0.3642
238.73	0.3636
238.80	0.3633
238.87	0.3630
238.93	0.3624
239.00	0.3620
239.07	0.3617
239.13	0.3611
239.20	0.3605
239.27	0.3602
239.33	0.3599
239.40	0.3593
239.47	0.3586
239.53	0.3577
239.60	0.3571
239.67	0.3568
239.73	0.3559
239.80	0.3552
239.87	0.3546
239.93	0.3540
240.00	0.3534
240.07	0.3531
240.13	0.3524
240.20	0.3524
240.27	0.3524
240.33	0.3521
240.40	0.3518
240.47	0.3518
240.53	0.3515
240.60	0.3512
240.67	0.3509
240.73	0.3506
240.80	0.3503
240.87	0.3497
240.93	0.3493
241.00	0.3490
241.07	0.3487
241.13	0.3478
241.20	0.3475
241.27	0.3469
241.33	0.3463
241.40	0.3456
241.47	0.3453
241.53	0.3447
241.60	0.3441
241.67	0.3438
241.73	0.3432
241.80	0.3432
241.87	0.3425
241.93	0.3425
242.00	0.3422
242.07	0.3419
242.13	0.3413
242.20	0.3407
242.27	0.3404
242.33	0.3397
242.40	0.3394
242.47	0.3388
242.53	0.3382
242.60	0.3379
242.67	0.3373
242.73	0.3367
242.80	0.3367
242.87	0.3360
242.93	0.3357
243.00	0.3351
243.07	0.3351
243.13	0.3342
243.20	0.3339
243.27	0.3336
243.33	0.3332
243.40	0.3329
243.47	0.3326
243.53	0.3326
243.60	0.3326
243.67	0.3326
243.73	0.3326
243.80	0.3326
243.87	0.3326
243.93	0.3323
244.00	0.3320
244.07	0.3320
244.13	0.3317
244.20	0.3314
244.27	0.3308
244.33	0.3305
244.40	0.3301
244.47	0.3295
244.53	0.3295
244.60	0.3289
244.67	0.3289
244.73	0.3286
244.80	0.3283
244.87	0.3277
244.93	0.3274
245.00	0.3271
245.07	0.3264
245.13	0.3261
245.20	0.3255
245.27	0.3249
245.33	0.3246
245.40	0.3240
245.47	0.3233
245.53	0.3230
245.60	0.3227
245.67	0.3221
245.73	0.3218
245.80	0.3212
245.87	0.3202
245.93	0.3199
246.00	0.3193
246.07	0.3187
246.13	0.3181
246.20	0.3174
246.27	0.3165
246.33	0.3162
246.40	0.3156
246.47	0.3150
246.53	0.3147
246.60	0.3144
246.67	0.3137
246.73	0.3131
246.80	0.3131
246.87	0.3125
246.93	0.3122
247.00	0.3122
247.07	0.3119
247.13	0.3113
247.20	0.3113
247.27	0.3109
247.33	0.3106
247.40	0.3106
247.47	0.3100
247.53	0.3097
247.60	0.3094
247.67	0.3091
247.73	0.3088
247.80	0.3088
247.87	0.3082
247.93	0.3078
248.00	0.3075
248.07	0.3072
248.13	0.3066
248.20	0.3060
248.27	0.3057
248.33	0.3054
248.40	0.3048
248.47	0.3041
248.53	0.3038
248.60	0.3032
248.67	0.3026
248.73	0.3023
248.80	0.3013
248.87	0.3004
248.93	0.3001
249.00	0.2995
249.07	0.2989
249.13	0.2979
249.20	0.2970
249.27	0.2964
249.33	0.2961
249.40	0.2955
249.47	0.2952
249.53	0.2945
249.60	0.2942
249.67	0.2939
249.73	0.2936
249.80	0.2936
249.87	0.2933
249.93	0.2933
250.00	0.2933
250.07	0.2930
250.13	0.2927
250.20	0.2927
250.27	0.2924
250.33	0.2917
250.40	0.2917
250.47	0.2914
250.53	0.2911
250.60	0.2911
250.67	0.2908
250.73	0.2905
250.80	0.2902
250.87	0.2902
250.93	0.2896
251.00	0.2896
251.07	0.2890
251.13	0.2886
251.20	0.2883
251.27	0.2877
251.33	0.2871
251.40	0.2868
251.47	0.2862
251.53	0.2859
251.60	0.2855
251.67	0.2852
251.73	0.2846
251.80	0.2846
251.87	0.2843
251.93	0.2840
252.00	0.2840
252.07	0.2837
252.13	0.2837
252.20	0.2834
252.27	0.2831
252.33	0.2831
252.40	0.2828
252.47	0.2825
252.53	0.2818
252.60	0.2812
252.67	0.2809
252.73	0.2806
252.80	0.2803
252.87	0.2797
252.93	0.2797
253.00	0.2794
253.07	0.2794
253.13	0.2790
253.20	0.2787
253.27	0.2784
253.33	0.2781
253.40	0.2775
253.47	0.2775
253.53	0.2769
253.60	0.2766
253.67	0.2763
253.73	0.2756
253.80	0.2750
253.87	0.2744
253.93	0.2741
254.00	0.2735
254.07	0.2732
254.13	0.2729
254.20	0.2729
254.27	0.2729
254.33	0.2729
254.40	0.2729
254.47	0.2729
254.53	0.2725
254.60	0.2722
254.67	0.2719
254.73	0.2719
254.80	0.2713
254.87	0.2710
254.93	0.2707
255.00	0.2701
255.07	0.2701
255.13	0.2694
255.20	0.2688
255.27	0.2685
255.33	0.2682
255.40	0.2679
255.47	0.2676
255.53	0.2676
255.60	0.2673
255.67	0.2670
255.73	0.2670
255.80	0.2670
255.87	0.2670
255.93	0.2670
256.00	0.2670
256.07	0.2670
256.13	0.2670
256.20	0.2670
256.27	0.2670
256.33	0.2667
256.40	0.2663
256.47	0.2663
256.53	0.2660
256.60	0.2657
256.67	0.2654
256.73	0.2651
256.80	0.2648
256.87	0.2648
256.93	0.2645
257.00	0.2642
257.07	0.2639
257.13	0.2633
257.20	0.2629
257.27	0.2626
257.33	0.2626
257.40	0.2623
257.47	0.2620
257.53	0.2620
257.60	0.2617
257.67	0.2614
257.73	0.2614
257.80	0.2611
257.87	0.2605
257.93	0.2605
258.00	0.2602
258.07	0.2595
258.13	0.2592
258.20	0.2589
258.27	0.2589
258.33	0.2583
258.40	0.2583
258.47	0.2577
258.53	0.2577
258.60	0.2577
258.67	0.2571
258.73	0.2571
258.80	0.2571
258.87	0.2571
258.93	0.2571
259.00	0.2574
259.07	0.2574
259.13	0.2574
259.20	0.2574
259.27	0.2574
259.33	0.2574
259.40	0.2571
259.47	0.2571
259.53	0.2571
259.60	0.2571
259.67	0.2567
259.73	0.2567
259.80	0.2567
259.87	0.2564
259.93	0.2561
260.00	0.2561
260.07	0.2555
260.13	0.2552
260.20	0.2549
260.27	0.2549
260.33	0.2549
260.40	0.2549
260.47	0.2546
260.53	0.2543
260.60	0.2540
260.67	0.2540
260.73	0.2543
260.80	0.2540
260.87	0.2540
260.93	0.2543
261.00	0.2540
261.07	0.2540
261.13	0.2540
261.20	0.2540
261.27	0.2540
261.33	0.2540
261.40	0.2540
261.47	0.2540
261.53	0.2540
261.60	0.2540
261.67	0.2540
261.73	0.2540
261.80	0.2536
261.87	0.2536
261.93	0.2530
262.00	0.2530
262.07	0.2530
262.13	0.2527
262.20	0.2527
262.27	0.2527
262.33	0.2524
262.40	0.2524
262.47	0.2521
262.53	0.2521
262.60	0.2521
262.67	0.2518
262.73	0.2521
262.80	0.2518
262.87	0.2518
262.93	0.2515
263.00	0.2512
263.07	0.2512
263.13	0.2509
263.20	0.2506
263.27	0.2502
263.33	0.2499
263.40	0.2496
263.47	0.2493
263.53	0.2493
263.60	0.2487
263.67	0.2484
263.73	0.2478
263.80	0.2475
263.87	0.2471
263.93	0.2471
264.00	0.2471
264.07	0.2471
264.13	0.2465
264.20	0.2465
264.27	0.2462
264.33	0.2459
264.40	0.2453
264.47	0.2453
264.53	0.2450
264.60	0.2450
264.67	0.2447
264.73	0.2447
264.80	0.2444
264.87	0.2444
264.93	0.2440
265.00	0.2440
265.07	0.2437
265.13	0.2437
265.20	0.2434
265.27	0.2434
265.33	0.2431
265.40	0.2431
265.47	0.2431
265.53	0.2431
265.60	0.2425
265.67	0.2425
265.73	0.2422
265.80	0.2422
265.87	0.2419
265.93	0.2416
266.00	0.2413
266.07	0.2413
266.13	0.2406
266.20	0.2406
266.27	0.2406
266.33	0.2406
266.40	0.2403
266.47	0.2403
266.53	0.2403
266.60	0.2403
266.67	0.2403
266.73	0.2403
266.80	0.2403
266.87	0.2403
266.93	0.2403
267.00	0.2403
267.07	0.2406
267.13	0.2406
267.20	0.2410
267.27	0.2410
267.33	0.2410
267.40	0.2410
267.47	0.2413
267.53	0.2413
267.60	0.2410
267.67	0.2410
267.73	0.2410
267.80	0.2413
267.87	0.2413
267.93	0.2413
268.00	0.2416
268.07	0.2416
268.13	0.2419
268.20	0.2419
268.27	0.2422
268.33	0.2419
268.40	0.2422
268.47	0.2422
268.53	0.2422
268.60	0.2422
268.67	0.2422
268.73	0.2422
268.80	0.2425
268.87	0.2425
268.93	0.2425
269.00	0.2428
269.07	0.2425
269.13	0.2425
269.20	0.2425
269.27	0.2425
269.33	0.2422
269.40	0.2422
269.47	0.2419
269.53	0.2422
269.60	0.2422
269.67	0.2419
269.73	0.2419
269.80	0.2419
269.87	0.2419
269.93	0.2419
270.00	0.2422
270.07	0.2422
270.13	0.2422
270.20	0.2419
270.27	0.2419
270.33	0.2419
270.40	0.2416
270.47	0.2419
270.53	0.2416
270.60	0.2413
270.67	0.2413
270.73	0.2413
270.80	0.2413
270.87	0.2413
270.93	0.2413
271.00	0.2413
271.07	0.2416
271.13	0.2413
271.20	0.2416
271.27	0.2419
271.33	0.2416
271.40	0.2419
271.47	0.2422
271.53	0.2425
271.60	0.2425
271.67	0.2431
271.73	0.2434
271.80	0.2437
271.87	0.2440
271.93	0.2440
272.00	0.2444
272.07	0.2444
272.13	0.2447
272.20	0.2447
272.27	0.2450
272.33	0.2447
272.40	0.2450
272.47	0.2453
272.53	0.2453
272.60	0.2453
272.67	0.2456
272.73	0.2459
272.80	0.2462
272.87	0.2462
272.93	0.2462
273.00	0.2465
273.07	0.2462
273.13	0.2462
273.20	0.2465
273.27	0.2462
273.33	0.2465
273.40	0.2465
273.47	0.2462
273.53	0.2462
273.60	0.2462
273.67	0.2462
273.73	0.2462
273.80	0.2459
273.87	0.2462
273.93	0.2459
274.00	0.2459
274.07	0.2456
274.13	0.2459
274.20	0.2456
274.27	0.2459
274.33	0.2462
274.40	0.2465
274.47	0.2468
274.53	0.2471
274.60	0.2475
274.67	0.2478
274.73	0.2481
274.80	0.2481
274.87	0.2481
274.93	0.2484
275.00	0.2481
275.07	0.2478
275.13	0.2478
275.20	0.2475
275.27	0.2475
275.33	0.2471
275.40	0.2468
275.47	0.2468
275.53	0.2468
275.60	0.2465
275.67	0.2465
275.73	0.2462
275.80	0.2462
275.87	0.2462
275.93	0.2462
276.00	0.2468
276.07	0.2471
276.13	0.2468
276.20	0.2475
276.27	0.2478
276.33	0.2478
276.40	0.2481
276.47	0.2484
276.53	0.2484
276.60	0.2487
276.67	0.2490
276.73	0.2493
276.80	0.2499
276.87	0.2502
276.93	0.2506
277.00	0.2509
277.07	0.2515
277.13	0.2518
277.20	0.2521
277.27	0.2521
277.33	0.2527
277.40	0.2530
277.47	0.2527
277.53	0.2530
277.60	0.2530
277.67	0.2530
277.73	0.2527
277.80	0.2524
277.87	0.2524
277.93	0.2524
278.00	0.2524
278.07	0.2527
278.13	0.2527
278.20	0.2530
278.27	0.2530
278.33	0.2533
278.40	0.2536
278.47	0.2540
278.53	0.2543
278.60	0.2546
278.67	0.2549
278.73	0.2549
278.80	0.2552
278.87	0.2555
278.93	0.2555
279.00	0.2558
279.07	0.2558
279.13	0.2558
279.20	0.2564
279.27	0.2561
279.33	0.2561
279.40	0.2564
279.47	0.2561
279.53	0.2561
279.60	0.2564
279.67	0.2564
279.73	0.2564
279.80	0.2564
279.87	0.2561
279.93	0.2561
280.00	0.2564
280.07	0.2564
280.13	0.2564
280.20	0.2567
280.27	0.2571
280.33	0.2571
280.40	0.2574
280.47	0.2577
280.53	0.2583
280.60	0.2589
280.67	0.2592
280.73	0.2595
280.80	0.2602
280.87	0.2602
280.93	0.2602
281.00	0.2608
281.07	0.2608
281.13	0.2608
281.20	0.2608
281.27	0.2608
281.33	0.2614
281.40	0.2614
281.47	0.2620
281.53	0.2623
281.60	0.2623
281.67	0.2626
281.73	0.2629
281.80	0.2629
281.87	0.2636
281.93	0.2636
282.00	0.2639
282.07	0.2642
282.13	0.2645
282.20	0.2651
282.27	0.2654
282.33	0.2654
282.40	0.2660
282.47	0.2663
282.53	0.2667
282.60	0.2670
282.67	0.2676
282.73	0.2679
282.80	0.2682
282.87	0.2685
282.93	0.2691
283.00	0.2694
283.07	0.2701
283.13	0.2704
283.20	0.2710
283.27	0.2713
283.33	0.2716
283.40	0.2719
283.47	0.2722
283.53	0.2722
283.60	0.2729
283.67	0.2729
283.73	0.2732
283.80	0.2735
283.87	0.2735
283.93	0.2735
284.00	0.2735
284.07	0.2735
284.13	0.2738
284.20	0.2738
284.27	0.2741
284.33	0.2744
284.40	0.2747
284.47	0.2750
284.53	0.2750
284.60	0.2753
284.67	0.2753
284.73	0.2756
284.80	0.2759
284.87	0.2759
284.93	0.2766
285.00	0.2769
285.07	0.2772
285.13	0.2775
285.20	0.2778
285.27	0.2784
285.33	0.2787
285.40	0.2787
285.47	0.2794
285.53	0.2797
285.60	0.2803
285.67	0.2809
285.73	0.2815
285.80	0.2821
285.87	0.2825
285.93	0.2831
286.00	0.2837
286.07	0.2840
286.13	0.2843
286.20	0.2849
286.27	0.2852
286.33	0.2855
286.40	0.2862
286.47	0.2865
286.53	0.2868
286.60	0.2871
286.67	0.2874
286.73	0.2874
286.80	0.2877
286.87	0.2877
286.93	0.2880
287.00	0.2880
287.07	0.2883
287.13	0.2890
287.20	0.2893
287.27	0.2896
287.33	0.2899
287.40	0.2908
287.47	0.2914
287.53	0.2917
287.60	0.2924
287.67	0.2930
287.73	0.2936
287.80	0.2939
287.87	0.2945
287.93	0.2945
288.00	0.2948
288.07	0.2955
288.13	0.2955
288.20	0.2958
288.27	0.2958
288.33	0.2964
288.40	0.2961
288.47	0.2961
288.53	0.2964
288.60	0.2964
288.67	0.2967
288.73	0.2970
288.80	0.2970
288.87	0.2973
288.93	0.2976
289.00	0.2982
289.07	0.2982
289.13	0.2989
289.20	0.2992
289.27	0.2998
289.33	0.3004
289.40	0.3013
289.47	0.3023
289.53	0.3029
289.60	0.3038
289.67	0.3048
289.73	0.3054
289.80	0.3063
289.87	0.3072
289.93	0.3078
290.00	0.3088
290.07	0.3094
290.13	0.3103
290.20	0.3109
290.27	0.3116
290.33	0.3125
290.40	0.3134
290.47	0.3140
290.53	0.3150
290.60	0.3156
290.67	0.3165
290.73	0.3174
290.80	0.3181
290.87	0.3190
290.93	0.3196
291.00	0.3205
291.07	0.3212
291.13	0.3215
291.20	0.3221
291.27	0.3224
291.33	0.3224
291.40	0.3215
291.47	0.3190
291.53	0.3140
291.60	0.3078
291.67	0.3007
291.73	0.2936
291.80	0.2874
291.87	0.2821
291.93	0.2781
292.00	0.2753
292.07	0.2744
292.13	0.2747
292.20	0.2756
292.27	0.2781
292.33	0.2812
292.40	0.2846
292.47	0.2890
292.53	0.2933
292.60	0.2979
292.67	0.3023
292.73	0.3069
292.80	0.3116
292.87	0.3159
292.93	0.3199
293.00	0.3240
293.07	0.3277
293.13	0.3308
293.20	0.3339
293.27	0.3367
293.33	0.3388
293.40	0.3413
293.47	0.3435
293.53	0.3453
293.60	0.3472
293.67	0.3490
293.73	0.3509
293.80	0.3524
293.87	0.3540
293.93	0.3552
294.00	0.3568
294.07	0.3580
294.13	0.3593
294.20	0.3602
294.27	0.3614
294.33	0.3624
294.40	0.3633
294.47	0.3642
294.53	0.3651
294.60	0.3661
294.67	0.3670
294.73	0.3679
294.80	0.3689
294.87	0.3704
294.93	0.3716
295.00	0.3726
295.07	0.3741
295.13	0.3754
295.20	0.3766
295.27	0.3775
295.33	0.3788
295.40	0.3800
295.47	0.3812
295.53	0.3822
295.60	0.3831
295.67	0.3840
295.73	0.3850
295.80	0.3853
295.87	0.3862
295.93	0.3871
296.00	0.3884
296.07	0.3893
296.13	0.3908
296.20	0.3921
296.27	0.3933
296.33	0.3946
296.40	0.3958
296.47	0.3967
296.53	0.3977
296.60	0.3989
296.67	0.3998
296.73	0.4011
296.80	0.4020
296.87	0.4032
296.93	0.4039
297.00	0.4051
297.07	0.4063
297.13	0.4076
297.20	0.4088
297.27	0.4101
297.33	0.4116
297.40	0.4131
297.47	0.4147
297.53	0.4159
297.60	0.4169
297.67	0.4184
297.73	0.4197
297.80	0.4209
297.87	0.4218
297.93	0.4231
298.00	0.4243
298.07	0.4255
298.13	0.4268
298.20	0.4277
298.27	0.4289
298.33	0.4305
298.40	0.4317
298.47	0.4330
298.53	0.4345
298.60	0.4358
298.67	0.4373
298.73	0.4389
298.80	0.4404
298.87	0.4420
298.93	0.4435
299.00	0.4450
299.07	0.4466
299.13	0.4481
299.20	0.4500
299.27	0.4516
299.33	0.4534
299.40	0.4550
299.47	0.4565
299.53	0.4581
299.60	0.4596
299.67	0.4612
299.73	0.4627
299.80	0.4643
299.87	0.4661
299.93	0.4673
300.00	0.4692
300.07	0.4708
300.13	0.4723
300.20	0.4742
300.27	0.4754
300.33	0.4769
300.40	0.4785
300.47	0.4804
300.53	0.4816
300.60	0.4835
300.67	0.4847
300.73	0.4865
300.80	0.4881
300.87	0.4900
300.93	0.4915
301.00	0.4931
301.07	0.4949
301.13	0.4965
301.20	0.4983
301.27	0.4996
301.33	0.5014
301.40	0.5033
301.47	0.5051
301.53	0.5073
301.60	0.5092
301.67	0.5107
301.73	0.5126
301.80	0.5144
301.87	0.5163
301.93	0.5181
302.00	0.5197
302.07	0.5212
302.13	0.5231
302.20	0.5246
302.27	0.5265
302.33	0.5284
302.40	0.5299
302.47	0.5318
302.53	0.5339
302.60	0.5358
