Filename:	C:\Program Files\Pyris\Data\F-Praktikum\WS1819\BA-C-04\Pd-Ni-P_20k-m.dsd
403.87	-10.9469
403.93	-11.0296
404.00	-11.1123
404.07	-11.1953
404.13	-11.2783
404.20	-11.3619
404.27	-11.4449
404.33	-11.5279
404.40	-11.6112
404.47	-11.6948
404.53	-11.7778
404.60	-11.8605
404.67	-11.9432
404.73	-12.0259
404.80	-12.1083
404.87	-12.1904
404.93	-12.2724
405.00	-12.3536
405.07	-12.4344
405.13	-12.5143
405.20	-12.5942
405.27	-12.6732
405.33	-12.7522
405.40	-12.8302
405.47	-12.9073
405.53	-12.9841
405.60	-13.0603
405.67	-13.1356
405.73	-13.2102
405.80	-13.2836
405.87	-13.3564
405.93	-13.4279
406.00	-13.4986
406.07	-13.5682
406.13	-13.6367
406.20	-13.7045
406.27	-13.7708
406.33	-13.8361
406.40	-13.9006
406.47	-13.9634
406.53	-14.0257
406.60	-14.0861
406.67	-14.1455
406.73	-14.2035
406.80	-14.2608
406.87	-14.3168
406.93	-14.3719
407.00	-14.4261
407.07	-14.4791
407.13	-14.5302
407.20	-14.5804
407.27	-14.6287
407.33	-14.6754
407.40	-14.7207
407.47	-14.7643
407.53	-14.8065
407.60	-14.8464
407.67	-14.8854
407.73	-14.9229
407.80	-14.9588
407.87	-14.9932
407.93	-15.0260
408.00	-15.0573
408.07	-15.0874
408.13	-15.1162
408.20	-15.1440
408.27	-15.1704
408.33	-15.1958
408.40	-15.2199
408.47	-15.2425
408.53	-15.2645
408.60	-15.2853
408.67	-15.3048
408.73	-15.3227
408.80	-15.3398
408.87	-15.3556
408.93	-15.3698
409.00	-15.3825
409.07	-15.3940
409.13	-15.4042
409.20	-15.4129
409.27	-15.4200
409.33	-15.4259
409.40	-15.4296
409.47	-15.4321
409.53	-15.4324
409.60	-15.4308
409.67	-15.4271
409.73	-15.4209
409.80	-15.4122
409.87	-15.4008
409.93	-15.3865
410.00	-15.3695
410.07	-15.3491
410.13	-15.3261
410.20	-15.2995
410.27	-15.2701
410.33	-15.2376
410.40	-15.2019
410.47	-15.1635
410.53	-15.1224
410.60	-15.0781
410.67	-15.0316
410.73	-14.9824
410.80	-14.9306
410.87	-14.8771
410.93	-14.8213
411.00	-14.7637
411.07	-14.7046
411.13	-14.6435
411.20	-14.5819
411.27	-14.5187
411.33	-14.4556
411.40	-14.3918
411.47	-14.3283
411.53	-14.2642
411.60	-14.2010
411.67	-14.1384
411.73	-14.0762
411.80	-14.0145
411.87	-13.9545
411.93	-13.8950
412.00	-13.8368
412.07	-13.7801
412.13	-13.7250
412.20	-13.6711
412.27	-13.6187
412.33	-13.5682
412.40	-13.5196
412.47	-13.4729
412.53	-13.4276
412.60	-13.3843
412.67	-13.3431
412.73	-13.3041
412.80	-13.2669
412.87	-13.2325
412.93	-13.2003
413.00	-13.1703
413.07	-13.1427
413.13	-13.1176
413.20	-13.0944
413.27	-13.0736
413.33	-13.0548
413.40	-13.0380
413.47	-13.0235
413.53	-13.0102
413.60	-12.9987
413.67	-12.9882
413.73	-12.9792
413.80	-12.9711
413.87	-12.9649
413.93	-12.9591
414.00	-12.9544
414.07	-12.9507
414.13	-12.9476
414.20	-12.9451
414.27	-12.9429
414.33	-12.9408
414.40	-12.9395
414.47	-12.9377
414.53	-12.9361
414.60	-12.9343
414.67	-12.9315
414.73	-12.9287
414.80	-12.9253
414.87	-12.9207
414.93	-12.9154
415.00	-12.9086
415.07	-12.9005
415.13	-12.8903
415.20	-12.8788
415.27	-12.8649
415.33	-12.8488
415.40	-12.8305
415.47	-12.8092
415.53	-12.7847
415.60	-12.7571
415.67	-12.7258
415.73	-12.6902
415.80	-12.6509
415.87	-12.6066
415.93	-12.5577
416.00	-12.5035
416.07	-12.4443
416.13	-12.3790
416.20	-12.3074
416.27	-12.2294
416.33	-12.1445
416.40	-12.0522
416.47	-11.9531
416.53	-11.8460
416.60	-11.7311
416.67	-11.6081
416.73	-11.4765
416.80	-11.3365
416.87	-11.1878
416.93	-11.0305
417.00	-10.8648
417.07	-10.6908
417.13	-10.5083
417.20	-10.3179
417.27	-10.1194
417.33	-9.9131
417.40	-9.6997
417.47	-9.4795
417.53	-9.2531
417.60	-9.0211
417.67	-8.7833
417.73	-8.5411
417.80	-8.2949
417.87	-8.0452
417.93	-7.7925
418.00	-7.5376
418.07	-7.2806
418.13	-7.0226
418.20	-6.7640
418.27	-6.5051
418.33	-6.2471
418.40	-5.9894
418.47	-5.7339
418.53	-5.4796
418.60	-5.2278
418.67	-4.9792
418.73	-4.7339
418.80	-4.4929
418.87	-4.2566
418.93	-4.0256
419.00	-3.7998
419.07	-3.5805
419.13	-3.3681
419.20	-3.1630
419.27	-2.9658
419.33	-2.7759
419.40	-2.5947
419.47	-2.4222
419.53	-2.2581
419.60	-2.1032
419.67	-1.9564
419.73	-1.8189
419.80	-1.6898
419.87	-1.5690
419.93	-1.4572
420.00	-1.3525
420.07	-1.2559
420.13	-1.1664
420.20	-1.0840
420.27	-1.0078
420.33	-0.9378
420.40	-0.8737
420.47	-0.8151
420.53	-0.7613
420.60	-0.7123
420.67	-0.6674
420.73	-0.6268
420.80	-0.5897
420.87	-0.5559
420.93	-0.5253
421.00	-0.4974
421.07	-0.4723
421.13	-0.4494
421.20	-0.4283
421.27	-0.4097
421.33	-0.3924
421.40	-0.3769
421.47	-0.3627
421.53	-0.3500
421.60	-0.3382
421.67	-0.3274
421.73	-0.3178
421.80	-0.3085
421.87	-0.3004
421.93	-0.2930
422.00	-0.2862
422.07	-0.2800
422.13	-0.2744
422.20	-0.2691
422.27	-0.2645
422.33	-0.2602
422.40	-0.2567
422.47	-0.2533
422.53	-0.2499
422.60	-0.2471
422.67	-0.2447
422.73	-0.2425
422.80	-0.2400
422.87	-0.2382
422.93	-0.2366
423.00	-0.2348
423.07	-0.2335
423.13	-0.2320
423.20	-0.2307
423.27	-0.2295
423.33	-0.2286
423.40	-0.2276
423.47	-0.2267
423.53	-0.2261
423.60	-0.2252
423.67	-0.2242
423.73	-0.2239
423.80	-0.2233
423.87	-0.2230
423.93	-0.2227
424.00	-0.2224
424.07	-0.2227
424.13	-0.2227
424.20	-0.2227
424.27	-0.2230
424.33	-0.2233
424.40	-0.2236
424.47	-0.2239
424.53	-0.2248
424.60	-0.2255
424.67	-0.2261
424.73	-0.2270
424.80	-0.2276
424.87	-0.2283
424.93	-0.2292
425.00	-0.2298
425.07	-0.2310
425.13	-0.2320
425.20	-0.2326
425.27	-0.2338
425.33	-0.2351
425.40	-0.2363
425.47	-0.2375
425.53	-0.2391
425.60	-0.2403
425.67	-0.2419
425.73	-0.2431
425.80	-0.2450
425.87	-0.2462
425.93	-0.2481
426.00	-0.2493
426.07	-0.2512
426.13	-0.2527
426.20	-0.2546
426.27	-0.2564
426.33	-0.2583
426.40	-0.2605
426.47	-0.2623
426.53	-0.2645
426.60	-0.2667
426.67	-0.2691
426.73	-0.2716
426.80	-0.2741
426.87	-0.2763
426.93	-0.2787
427.00	-0.2809
427.07	-0.2834
427.13	-0.2862
427.20	-0.2890
427.27	-0.2917
427.33	-0.2945
427.40	-0.2973
427.47	-0.3004
427.53	-0.3035
427.60	-0.3066
427.67	-0.3097
427.73	-0.3128
427.80	-0.3159
427.87	-0.3193
427.93	-0.3221
428.00	-0.3252
428.07	-0.3283
428.13	-0.3314
428.20	-0.3342
428.27	-0.3373
428.33	-0.3404
428.40	-0.3432
428.47	-0.3463
428.53	-0.3493
428.60	-0.3528
428.67	-0.3559
428.73	-0.3593
428.80	-0.3627
428.87	-0.3664
428.93	-0.3701
429.00	-0.3738
429.07	-0.3775
429.13	-0.3816
429.20	-0.3856
429.27	-0.3896
429.33	-0.3939
429.40	-0.3983
429.47	-0.4029
429.53	-0.4073
429.60	-0.4119
429.67	-0.4166
429.73	-0.4212
429.80	-0.4258
429.87	-0.4311
429.93	-0.4361
430.00	-0.4407
430.07	-0.4457
430.13	-0.4512
430.20	-0.4562
430.27	-0.4618
430.33	-0.4673
430.40	-0.4732
430.47	-0.4791
430.53	-0.4847
430.60	-0.4906
430.67	-0.4965
430.73	-0.5023
430.80	-0.5082
430.87	-0.5144
430.93	-0.5203
431.00	-0.5265
431.07	-0.5327
431.13	-0.5386
431.20	-0.5448
431.27	-0.5510
431.33	-0.5575
431.40	-0.5637
431.47	-0.5699
431.53	-0.5761
431.60	-0.5822
431.67	-0.5888
431.73	-0.5953
431.80	-0.6024
431.87	-0.6089
431.93	-0.6163
432.00	-0.6231
432.07	-0.6306
432.13	-0.6374
432.20	-0.6448
432.27	-0.6522
432.33	-0.6600
432.40	-0.6677
432.47	-0.6752
432.53	-0.6826
432.60	-0.6903
432.67	-0.6981
432.73	-0.7058
432.80	-0.7139
432.87	-0.7219
432.93	-0.7297
433.00	-0.7380
433.07	-0.7461
433.13	-0.7541
433.20	-0.7622
433.27	-0.7706
433.33	-0.7789
433.40	-0.7873
433.47	-0.7956
433.53	-0.8046
433.60	-0.8130
433.67	-0.8217
433.73	-0.8303
433.80	-0.8393
433.87	-0.8483
433.93	-0.8573
434.00	-0.8662
434.07	-0.8752
434.13	-0.8842
434.20	-0.8935
434.27	-0.9028
434.33	-0.9121
434.40	-0.9214
434.47	-0.9310
434.53	-0.9403
434.60	-0.9496
434.67	-0.9592
434.73	-0.9688
434.80	-0.9781
434.87	-0.9880
434.93	-0.9979
435.00	-1.0075
435.07	-1.0174
435.13	-1.0276
435.20	-1.0375
435.27	-1.0480
435.33	-1.0583
435.40	-1.0685
435.47	-1.0793
435.53	-1.0902
435.60	-1.1007
435.67	-1.1115
435.73	-1.1224
435.80	-1.1332
435.87	-1.1441
435.93	-1.1552
436.00	-1.1660
436.07	-1.1769
436.13	-1.1880
436.20	-1.1995
436.27	-1.2106
436.33	-1.2221
436.40	-1.2336
436.47	-1.2447
436.53	-1.2562
436.60	-1.2676
436.67	-1.2791
436.73	-1.2909
436.80	-1.3020
436.87	-1.3138
436.93	-1.3255
437.00	-1.3373
437.07	-1.3491
437.13	-1.3605
437.20	-1.3726
437.27	-1.3844
437.33	-1.3968
437.40	-1.4085
437.47	-1.4209
437.53	-1.4327
437.60	-1.4451
437.67	-1.4575
437.73	-1.4696
437.80	-1.4819
437.87	-1.4943
437.93	-1.5067
438.00	-1.5188
438.07	-1.5315
438.13	-1.5442
438.20	-1.5566
438.27	-1.5693
438.33	-1.5820
438.40	-1.5947
438.47	-1.6071
438.53	-1.6198
438.60	-1.6325
438.67	-1.6449
438.73	-1.6575
438.80	-1.6699
438.87	-1.6826
438.93	-1.6950
439.00	-1.7077
439.07	-1.7201
439.13	-1.7325
439.20	-1.7449
439.27	-1.7570
439.33	-1.7697
439.40	-1.7821
439.47	-1.7951
439.53	-1.8074
439.60	-1.8201
439.67	-1.8328
439.73	-1.8459
439.80	-1.8585
439.87	-1.8712
439.93	-1.8843
440.00	-1.8970
440.07	-1.9097
440.13	-1.9223
440.20	-1.9354
440.27	-1.9484
440.33	-1.9611
440.40	-1.9738
440.47	-1.9865
440.53	-1.9992
440.60	-2.0119
440.67	-2.0246
440.73	-2.0373
440.80	-2.0499
440.87	-2.0623
440.93	-2.0753
441.00	-2.0880
441.07	-2.1004
441.13	-2.1131
441.20	-2.1255
441.27	-2.1379
441.33	-2.1506
441.40	-2.1633
441.47	-2.1757
441.53	-2.1875
441.60	-2.1998
441.67	-2.2119
441.73	-2.2243
441.80	-2.2367
441.87	-2.2488
441.93	-2.2609
442.00	-2.2732
442.07	-2.2853
442.13	-2.2974
442.20	-2.3098
442.27	-2.3216
442.33	-2.3336
442.40	-2.3460
442.47	-2.3581
442.53	-2.3702
442.60	-2.3823
442.67	-2.3940
442.73	-2.4058
442.80	-2.4176
442.87	-2.4296
442.93	-2.4414
443.00	-2.4532
443.07	-2.4646
443.13	-2.4755
443.20	-2.4866
443.27	-2.4978
443.33	-2.5089
443.40	-2.5192
443.47	-2.5300
443.53	-2.5402
443.60	-2.5501
443.67	-2.5603
443.73	-2.5706
443.80	-2.5805
443.87	-2.5904
443.93	-2.6003
444.00	-2.6099
444.07	-2.6198
444.13	-2.6297
444.20	-2.6390
444.27	-2.6483
444.33	-2.6573
444.40	-2.6666
444.47	-2.6756
444.53	-2.6845
444.60	-2.6932
444.67	-2.7016
444.73	-2.7102
444.80	-2.7186
444.87	-2.7267
444.93	-2.7347
445.00	-2.7425
445.07	-2.7502
445.13	-2.7579
445.20	-2.7654
445.27	-2.7728
445.33	-2.7802
445.40	-2.7874
445.47	-2.7945
445.53	-2.8013
445.60	-2.8075
445.67	-2.8140
445.73	-2.8202
445.80	-2.8261
445.87	-2.8320
445.93	-2.8375
446.00	-2.8431
446.07	-2.8484
446.13	-2.8536
446.20	-2.8586
446.27	-2.8632
446.33	-2.8682
446.40	-2.8725
446.47	-2.8769
446.53	-2.8812
446.60	-2.8855
446.67	-2.8893
446.73	-2.8933
446.80	-2.8970
446.87	-2.9007
446.93	-2.9044
447.00	-2.9075
447.07	-2.9106
447.13	-2.9131
447.20	-2.9156
447.27	-2.9181
447.33	-2.9196
447.40	-2.9212
447.47	-2.9224
447.53	-2.9233
447.60	-2.9242
447.67	-2.9249
447.73	-2.9255
447.80	-2.9255
447.87	-2.9252
447.93	-2.9249
448.00	-2.9242
448.07	-2.9233
448.13	-2.9224
448.20	-2.9215
448.27	-2.9202
448.33	-2.9190
448.40	-2.9177
448.47	-2.9159
448.53	-2.9140
448.60	-2.9122
448.67	-2.9100
448.73	-2.9072
448.80	-2.9047
448.87	-2.9020
448.93	-2.8992
449.00	-2.8961
449.07	-2.8930
449.13	-2.8899
449.20	-2.8862
449.27	-2.8831
449.33	-2.8790
449.40	-2.8750
449.47	-2.8707
449.53	-2.8663
449.60	-2.8614
449.67	-2.8564
449.73	-2.8512
449.80	-2.8459
449.87	-2.8406
449.93	-2.8351
450.00	-2.8292
450.07	-2.8233
450.13	-2.8174
450.20	-2.8112
450.27	-2.8050
450.33	-2.7988
450.40	-2.7923
450.47	-2.7852
450.53	-2.7784
450.60	-2.7706
450.67	-2.7632
450.73	-2.7552
450.80	-2.7468
450.87	-2.7384
450.93	-2.7301
451.00	-2.7214
451.07	-2.7127
451.13	-2.7040
451.20	-2.6951
451.27	-2.6861
451.33	-2.6768
451.40	-2.6675
451.47	-2.6579
451.53	-2.6486
451.60	-2.6387
451.67	-2.6291
451.73	-2.6195
451.80	-2.6096
451.87	-2.5997
451.93	-2.5898
452.00	-2.5795
452.07	-2.5684
452.13	-2.5551
452.20	-2.5393
452.27	-2.5213
452.33	-2.5015
452.40	-2.4807
452.47	-2.4597
452.53	-2.4396
452.60	-2.4207
452.67	-2.4030
452.73	-2.3869
452.80	-2.3727
452.87	-2.3597
452.93	-2.3479
453.00	-2.3370
453.07	-2.3274
453.13	-2.3178
453.20	-2.3092
453.27	-2.3002
453.33	-2.2918
453.40	-2.2835
453.47	-2.2748
453.53	-2.2661
453.60	-2.2568
453.67	-2.2475
453.73	-2.2376
453.80	-2.2277
453.87	-2.2175
453.93	-2.2067
454.00	-2.1961
454.07	-2.1850
454.13	-2.1738
454.20	-2.1621
454.27	-2.1503
454.33	-2.1379
454.40	-2.1255
454.47	-2.1128
454.53	-2.1001
454.60	-2.0871
454.67	-2.0738
454.73	-2.0608
454.80	-2.0475
454.87	-2.0342
454.93	-2.0208
455.00	-2.0072
455.07	-1.9936
455.13	-1.9800
455.20	-1.9669
455.27	-1.9533
455.33	-1.9400
455.40	-1.9264
455.47	-1.9127
455.53	-1.8997
455.60	-1.8864
455.67	-1.8725
455.73	-1.8592
455.80	-1.8459
455.87	-1.8319
455.93	-1.8186
456.00	-1.8053
456.07	-1.7917
456.13	-1.7786
456.20	-1.7653
456.27	-1.7520
456.33	-1.7384
456.40	-1.7254
456.47	-1.7121
456.53	-1.6984
456.60	-1.6854
456.67	-1.6721
456.73	-1.6591
456.80	-1.6458
456.87	-1.6328
456.93	-1.6198
457.00	-1.6068
457.07	-1.5944
457.13	-1.5814
457.20	-1.5687
457.27	-1.5557
457.33	-1.5430
457.40	-1.5300
457.47	-1.5169
457.53	-1.5039
457.60	-1.4909
457.67	-1.4782
457.73	-1.4655
457.80	-1.4528
457.87	-1.4404
457.93	-1.4281
458.00	-1.4160
458.07	-1.4036
458.13	-1.3915
458.20	-1.3797
458.27	-1.3677
458.33	-1.3562
458.40	-1.3444
458.47	-1.3333
458.53	-1.3218
458.60	-1.3107
458.67	-1.2992
458.73	-1.2884
458.80	-1.2772
458.87	-1.2661
458.93	-1.2552
459.00	-1.2447
459.07	-1.2342
459.13	-1.2233
459.20	-1.2128
459.27	-1.2023
459.33	-1.1921
459.40	-1.1818
459.47	-1.1716
459.53	-1.1611
459.60	-1.1512
459.67	-1.1410
459.73	-1.1307
459.80	-1.1208
459.87	-1.1109
459.93	-1.1007
460.00	-1.0911
460.07	-1.0812
460.13	-1.0710
460.20	-1.0611
460.27	-1.0511
460.33	-1.0412
460.40	-1.0316
460.47	-1.0223
460.53	-1.0124
460.60	-1.0031
460.67	-0.9932
460.73	-0.9839
460.80	-0.9746
460.87	-0.9650
460.93	-0.9558
461.00	-0.9465
461.07	-0.9375
461.13	-0.9282
461.20	-0.9192
461.27	-0.9102
461.33	-0.9016
461.40	-0.8926
461.47	-0.8842
461.53	-0.8755
461.60	-0.8669
461.67	-0.8582
461.73	-0.8498
461.80	-0.8415
461.87	-0.8331
461.93	-0.8254
462.00	-0.8173
462.07	-0.8093
462.13	-0.8018
462.20	-0.7944
462.27	-0.7873
462.33	-0.7802
462.40	-0.7730
462.47	-0.7659
462.53	-0.7588
462.60	-0.7523
462.67	-0.7455
462.73	-0.7387
462.80	-0.7321
462.87	-0.7256
462.93	-0.7191
463.00	-0.7126
463.07	-0.7061
463.13	-0.6996
463.20	-0.6931
463.27	-0.6869
463.33	-0.6807
463.40	-0.6745
463.47	-0.6683
463.53	-0.6622
463.60	-0.6560
463.67	-0.6501
463.73	-0.6439
463.80	-0.6383
463.87	-0.6324
463.93	-0.6265
464.00	-0.6203
464.07	-0.6145
464.13	-0.6083
464.20	-0.6021
464.27	-0.5965
464.33	-0.5903
464.40	-0.5844
464.47	-0.5785
464.53	-0.5730
464.60	-0.5671
464.67	-0.5615
464.73	-0.5556
464.80	-0.5503
464.87	-0.5451
464.93	-0.5395
465.00	-0.5346
465.07	-0.5293
465.13	-0.5246
465.20	-0.5200
465.27	-0.5150
465.33	-0.5104
465.40	-0.5061
465.47	-0.5020
465.53	-0.4977
465.60	-0.4937
465.67	-0.4890
465.73	-0.4850
465.80	-0.4810
465.87	-0.4769
465.93	-0.4729
466.00	-0.4686
466.07	-0.4649
466.13	-0.4612
466.20	-0.4568
466.27	-0.4531
466.33	-0.4494
466.40	-0.4454
466.47	-0.4420
466.53	-0.4382
466.60	-0.4351
466.67	-0.4317
466.73	-0.4283
466.80	-0.4252
466.87	-0.4221
466.93	-0.4187
467.00	-0.4156
467.07	-0.4128
467.13	-0.4094
467.20	-0.4066
467.27	-0.4035
467.33	-0.4008
467.40	-0.3980
467.47	-0.3949
467.53	-0.3921
467.60	-0.3896
467.67	-0.3865
467.73	-0.3834
467.80	-0.3809
467.87	-0.3782
467.93	-0.3751
468.00	-0.3720
468.07	-0.3692
468.13	-0.3664
468.20	-0.3636
468.27	-0.3608
468.33	-0.3580
468.40	-0.3552
468.47	-0.3524
468.53	-0.3497
468.60	-0.3466
468.67	-0.3438
468.73	-0.3413
468.80	-0.3388
468.87	-0.3367
468.93	-0.3342
469.00	-0.3320
469.07	-0.3298
469.13	-0.3277
469.20	-0.3252
469.27	-0.3230
469.33	-0.3212
469.40	-0.3187
469.47	-0.3168
469.53	-0.3150
469.60	-0.3128
469.67	-0.3109
469.73	-0.3088
469.80	-0.3066
469.87	-0.3044
469.93	-0.3026
470.00	-0.3001
470.07	-0.2982
470.13	-0.2958
470.20	-0.2936
470.27	-0.2914
470.33	-0.2890
470.40	-0.2865
470.47	-0.2846
470.53	-0.2821
470.60	-0.2800
470.67	-0.2781
470.73	-0.2756
470.80	-0.2738
470.87	-0.2716
470.93	-0.2694
471.00	-0.2676
471.07	-0.2657
471.13	-0.2636
471.20	-0.2620
471.27	-0.2598
471.33	-0.2577
471.40	-0.2555
471.47	-0.2533
471.53	-0.2509
471.60	-0.2484
471.67	-0.2456
471.73	-0.2431
471.80	-0.2410
471.87	-0.2382
471.93	-0.2360
472.00	-0.2338
472.07	-0.2320
472.13	-0.2298
472.20	-0.2279
472.27	-0.2264
472.33	-0.2245
472.40	-0.2230
472.47	-0.2214
472.53	-0.2199
472.60	-0.2180
472.67	-0.2165
472.73	-0.2149
472.80	-0.2134
472.87	-0.2115
472.93	-0.2100
473.00	-0.2078
473.07	-0.2063
473.13	-0.2044
473.20	-0.2025
473.27	-0.2010
473.33	-0.1995
473.40	-0.1976
473.47	-0.1964
473.53	-0.1945
473.60	-0.1933
473.67	-0.1914
473.73	-0.1902
473.80	-0.1886
473.87	-0.1871
473.93	-0.1855
474.00	-0.1840
474.07	-0.1827
474.13	-0.1815
474.20	-0.1802
474.27	-0.1787
474.33	-0.1775
474.40	-0.1762
474.47	-0.1753
474.53	-0.1744
474.60	-0.1734
474.67	-0.1725
474.73	-0.1719
474.80	-0.1710
474.87	-0.1700
474.93	-0.1694
475.00	-0.1685
475.07	-0.1672
475.13	-0.1660
475.20	-0.1648
475.27	-0.1635
475.33	-0.1626
475.40	-0.1614
475.47	-0.1598
475.53	-0.1589
475.60	-0.1576
475.67	-0.1567
475.73	-0.1558
475.80	-0.1545
475.87	-0.1539
475.93	-0.1527
476.00	-0.1518
476.07	-0.1508
476.13	-0.1499
476.20	-0.1487
476.27	-0.1480
476.33	-0.1468
476.40	-0.1459
476.47	-0.1446
476.53	-0.1437
476.60	-0.1425
476.67	-0.1415
476.73	-0.1403
476.80	-0.1391
476.87	-0.1378
476.93	-0.1366
477.00	-0.1357
477.07	-0.1344
477.13	-0.1329
477.20	-0.1316
477.27	-0.1301
477.33	-0.1288
477.40	-0.1276
477.47	-0.1267
477.53	-0.1254
477.60	-0.1245
477.67	-0.1236
477.73	-0.1226
477.80	-0.1214
477.87	-0.1205
477.93	-0.1195
478.00	-0.1186
478.07	-0.1174
478.13	-0.1164
478.20	-0.1152
478.27	-0.1146
478.33	-0.1134
478.40	-0.1121
478.47	-0.1115
478.53	-0.1103
478.60	-0.1093
478.67	-0.1087
478.73	-0.1081
478.80	-0.1075
478.87	-0.1068
478.93	-0.1059
479.00	-0.1056
479.07	-0.1050
479.13	-0.1050
479.20	-0.1047
479.27	-0.1044
479.33	-0.1044
479.40	-0.1044
479.47	-0.1044
479.53	-0.1041
479.60	-0.1038
479.67	-0.1034
479.73	-0.1028
479.80	-0.1028
479.87	-0.1022
479.93	-0.1019
480.00	-0.1010
480.07	-0.1007
480.13	-0.0997
480.20	-0.0988
480.27	-0.0979
480.33	-0.0969
480.40	-0.0963
480.47	-0.0954
480.53	-0.0942
480.60	-0.0932
480.67	-0.0926
480.73	-0.0914
480.80	-0.0907
480.87	-0.0895
480.93	-0.0889
481.00	-0.0883
481.07	-0.0873
481.13	-0.0867
481.20	-0.0855
481.27	-0.0845
481.33	-0.0836
481.40	-0.0824
481.47	-0.0815
481.53	-0.0802
481.60	-0.0793
481.67	-0.0784
481.73	-0.0774
481.80	-0.0765
481.87	-0.0753
481.93	-0.0743
482.00	-0.0734
482.07	-0.0725
482.13	-0.0719
482.20	-0.0712
482.27	-0.0706
482.33	-0.0703
482.40	-0.0697
482.47	-0.0694
482.53	-0.0691
482.60	-0.0688
482.67	-0.0688
482.73	-0.0688
482.80	-0.0684
482.87	-0.0688
482.93	-0.0684
483.00	-0.0688
483.07	-0.0684
483.13	-0.0684
483.20	-0.0681
483.27	-0.0678
483.33	-0.0675
483.40	-0.0669
483.47	-0.0666
483.53	-0.0660
483.60	-0.0657
483.67	-0.0650
483.73	-0.0644
483.80	-0.0638
483.87	-0.0632
483.93	-0.0626
484.00	-0.0623
484.07	-0.0616
484.13	-0.0607
484.20	-0.0601
484.27	-0.0595
484.33	-0.0588
484.40	-0.0582
484.47	-0.0582
484.53	-0.0576
484.60	-0.0576
484.67	-0.0573
484.73	-0.0567
484.80	-0.0567
484.87	-0.0567
484.93	-0.0567
485.00	-0.0570
485.07	-0.0570
485.13	-0.0573
485.20	-0.0573
485.27	-0.0573
485.33	-0.0570
485.40	-0.0567
485.47	-0.0564
485.53	-0.0557
485.60	-0.0554
485.67	-0.0554
485.73	-0.0551
485.80	-0.0548
485.87	-0.0548
485.93	-0.0545
486.00	-0.0548
486.07	-0.0551
486.13	-0.0551
486.20	-0.0551
486.27	-0.0554
486.33	-0.0551
486.40	-0.0551
486.47	-0.0551
486.53	-0.0551
486.60	-0.0551
486.67	-0.0545
486.73	-0.0545
486.80	-0.0542
486.87	-0.0536
486.93	-0.0533
487.00	-0.0523
487.07	-0.0520
487.13	-0.0514
487.20	-0.0508
487.27	-0.0505
487.33	-0.0499
487.40	-0.0496
487.47	-0.0489
487.53	-0.0486
487.60	-0.0483
487.67	-0.0477
487.73	-0.0474
487.80	-0.0471
487.87	-0.0471
487.93	-0.0468
488.00	-0.0461
488.07	-0.0458
488.13	-0.0458
488.20	-0.0458
488.27	-0.0455
488.33	-0.0455
488.40	-0.0455
488.47	-0.0455
488.53	-0.0452
488.60	-0.0449
488.67	-0.0449
488.73	-0.0446
488.80	-0.0443
488.87	-0.0443
488.93	-0.0437
489.00	-0.0437
489.07	-0.0434
489.13	-0.0430
489.20	-0.0424
489.27	-0.0421
489.33	-0.0415
489.40	-0.0412
489.47	-0.0403
489.53	-0.0400
489.60	-0.0393
489.67	-0.0387
489.73	-0.0381
489.80	-0.0375
489.87	-0.0369
489.93	-0.0365
490.00	-0.0362
490.07	-0.0359
490.13	-0.0353
490.20	-0.0350
490.27	-0.0347
490.33	-0.0338
490.40	-0.0334
490.47	-0.0325
490.53	-0.0319
490.60	-0.0316
490.67	-0.0313
490.73	-0.0310
490.80	-0.0304
490.87	-0.0300
490.93	-0.0294
491.00	-0.0291
491.07	-0.0288
491.13	-0.0282
491.20	-0.0282
491.27	-0.0276
491.33	-0.0273
491.40	-0.0269
491.47	-0.0266
491.53	-0.0263
491.60	-0.0260
491.67	-0.0257
491.73	-0.0254
491.80	-0.0251
491.87	-0.0248
491.93	-0.0248
492.00	-0.0242
492.07	-0.0238
492.13	-0.0235
492.20	-0.0232
492.27	-0.0229
492.33	-0.0226
492.40	-0.0220
492.47	-0.0217
492.53	-0.0214
492.60	-0.0208
492.67	-0.0201
492.73	-0.0198
492.80	-0.0192
492.87	-0.0186
492.93	-0.0180
493.00	-0.0177
493.07	-0.0167
493.13	-0.0164
493.20	-0.0155
493.27	-0.0149
493.33	-0.0146
493.40	-0.0139
493.47	-0.0133
493.53	-0.0130
493.60	-0.0124
493.67	-0.0118
493.73	-0.0115
493.80	-0.0111
493.87	-0.0102
493.93	-0.0099
494.00	-0.0090
494.07	-0.0084
494.13	-0.0074
494.20	-0.0065
494.27	-0.0059
494.33	-0.0050
494.40	-0.0040
494.47	-0.0031
494.53	-0.0025
494.60	-0.0012
494.67	-3.0971e-004
494.73	6.1941e-004
494.80	0.0015
494.87	0.0028
494.93	0.0037
495.00	0.0046
495.07	0.0056
495.13	0.0062
495.20	0.0071
495.27	0.0077
495.33	0.0084
495.40	0.0093
495.47	0.0099
495.53	0.0105
495.60	0.0108
495.67	0.0118
495.73	0.0121
495.80	0.0127
495.87	0.0130
495.93	0.0133
496.00	0.0133
496.07	0.0136
496.13	0.0139
496.20	0.0142
496.27	0.0146
496.33	0.0149
496.40	0.0155
496.47	0.0161
496.53	0.0161
496.60	0.0167
496.67	0.0170
496.73	0.0177
496.80	0.0180
496.87	0.0186
