# exported by fityk 0.8.7
#13-X:x	13-X:y	13-X:s	13-X:F(x)	13-X:%_1(x)	13-X:%_2(x)	13-X:%_3(x)	13-X:%_4(x)	13-X:%_6(x)	13-X:a
13.34	16	4	2.98786e-005	7.88742e-095	2.98786e-005	5.15e-068	2.99954e-069	1.32547e-026	1
13.35	9	3	3.69227e-005	3.41387e-095	3.69227e-005	3.54855e-068	1.44353e-069	1.93586e-026	1
13.37	10	3.16228	5.61514e-005	6.36547e-096	5.61514e-005	1.68257e-068	3.32684e-070	4.11543e-026	1
13.39	9	3	8.49235e-005	1.17948e-096	8.49235e-005	7.96424e-069	7.6171e-071	8.70954e-026	1
13.4	7	2.64575	0.000104223	5.06526e-097	0.000104223	5.4758e-069	3.6358e-071	1.26488e-025	1
13.42	7	2.64575	0.000156325	9.29779e-098	0.000156325	2.58517e-069	8.24298e-072	2.65882e-025	1
13.43	10	3.16228	0.000191057	3.97418e-098	0.000191057	1.77512e-069	3.91524e-072	3.84835e-025	1
13.45	7	2.64575	0.000284205	7.22675e-099	0.000284205	8.35875e-070	8.7896e-073	8.03475e-025	1
13.46	15	3.87298	0.000345912	3.07447e-099	0.000345912	5.73213e-070	4.15438e-073	1.15901e-024	1
13.48	15	3.87298	0.00051031	5.53838e-100	0.00051031	2.69216e-070	9.23514e-074	2.4035e-024	1
13.5	6	2.44949	0.000748692	9.91454e-101	0.000748692	1.26221e-070	2.03954e-074	4.96181e-024	1
13.51	12	3.4641	0.000904977	4.18502e-101	0.000904977	8.63708e-071	9.56111e-075	7.1171e-024	1
13.53	12	3.4641	0.00131676	7.42172e-102	0.00131676	4.03897e-071	2.09085e-075	1.45935e-023	1
13.54	15	3.87298	0.00158505	3.11808e-102	0.00158505	2.7602e-071	9.75356e-076	2.08618e-023	1
13.56	9	3	0.00228724	5.47787e-103	0.00228724	1.28741e-071	2.11205e-076	4.2488e-023	1
13.58	12	3.4641	0.00328233	9.56345e-104	0.00328233	5.9943e-072	4.54358e-077	8.6143e-023	1
13.59	9	3	0.00392389	3.98653e-104	0.00392389	4.08759e-072	2.10221e-077	1.22451e-022	1
13.61	7	2.64575	0.00558454	6.89468e-105	0.00558454	1.89829e-072	4.47813e-078	2.4659e-022	1
13.62	9	3	0.00664849	2.86058e-105	0.00664849	1.29279e-072	2.06176e-078	3.49338e-022	1
13.64	16	4	0.00938414	4.90106e-106	0.00938414	5.98815e-073	4.34895e-079	6.98744e-022	1
13.65	13	3.60555	0.0111258	2.02389e-106	0.0111258	4.0728e-073	1.99246e-079	9.86549e-022	1
13.67	9	3	0.0155741	3.43511e-107	0.0155741	1.88161e-073	4.16162e-080	1.95997e-021	1
13.69	11	3.31662	0.0216807	5.79392e-108	0.0216807	8.6779e-074	8.63548e-081	3.87632e-021	1
13.7	16	4	0.0255276	2.37393e-108	0.0255276	5.88945e-074	3.92401e-081	5.44214e-021	1
13.72	12	3.4641	0.0352438	3.96658e-109	0.0352438	2.70914e-074	8.06271e-082	1.06905e-020	1
13.73	7	2.64575	0.0413255	1.6176e-109	0.0413255	1.83623e-074	3.64576e-082	1.49582e-020	1
13.75	12	3.4641	0.0565837	2.67754e-110	0.0565837	8.4247e-075	7.41764e-083	2.91854e-020	1
13.77	9	3	0.0770486	4.40433e-111	0.0770486	3.8586e-075	1.49932e-083	5.66883e-020	1
13.78	12	3.4641	0.0897225	1.78209e-111	0.0897225	2.60966e-075	6.7242e-084	7.88719e-020	1
13.8	10	3.16228	0.121164	2.90397e-112	0.121164	1.19215e-075	1.34585e-084	1.52163e-019	1
13.81	7	2.64575	0.140512	1.1695e-112	0.140512	8.05234e-076	6.00628e-085	2.10992e-019	1
13.83	12	3.4641	0.188186	1.8879e-113	0.188186	3.66894e-076	1.19039e-085	4.04308e-019	1
13.84	10	3.16228	0.217332	7.56741e-114	0.217332	2.47495e-076	5.2864e-086	5.58727e-019	1
13.86	7	2.64575	0.288668	1.21016e-114	0.288668	1.12475e-076	1.03745e-086	1.06342e-018	1
13.88	11	3.31662	0.381306	1.92316e-115	0.381306	5.10262e-077	2.02269e-087	2.01487e-018	1
13.89	9	3	0.437332	7.64858e-116	0.437332	3.43463e-077	8.90923e-088	2.76876e-018	1
13.91	13	3.60555	0.57291	1.20412e-116	0.57291	1.55413e-077	1.71999e-088	5.2106e-018	1
13.92	17	4.12311	0.654372	4.76645e-117	0.654372	1.04474e-077	7.53879e-089	7.13598e-018	1
13.94	12	3.4641	0.85016	7.43365e-118	0.85016	4.71509e-078	1.44117e-089	1.33388e-017	1
13.96	15	3.87298	1.09844	1.15209e-118	1.09844	2.12431e-078	2.73703e-090	2.48208e-017	1
13.97	13	3.60555	1.24599	4.5249e-119	1.24599	1.42495e-078	1.18985e-090	3.38012e-017	1
13.99	17	4.12311	1.59658	6.94722e-120	1.59658	6.4032e-079	2.23761e-091	6.24729e-017	1
14	11	3.31662	1.80356	2.71576e-120	1.80356	4.28958e-079	9.67969e-092	8.47884e-017	1
14.02	9	3	2.29196	4.13058e-121	2.29196	1.92258e-079	1.80252e-092	1.55652e-016	1
14.03	18	4.24264	2.57838	1.60712e-121	2.57838	1.28629e-079	7.75924e-093	2.10538e-016	1
14.05	15	3.87298	3.24956	2.42151e-122	3.24956	5.75015e-080	1.43075e-093	3.83891e-016	1
14.07	19	4.3589	4.07289	3.62577e-123	4.07289	2.56607e-080	2.62095e-094	6.96828e-016	1
14.08	20	4.47214	4.55031	1.3997e-123	4.55031	1.71309e-080	1.11902e-094	9.37236e-016	1
14.1	17	4.12311	5.65614	2.07619e-124	5.65614	7.62503e-081	2.02983e-095	1.68976e-015	1
14.11	10	3.16228	6.29302	7.97742e-125	6.29302	5.08381e-081	8.62389e-096	2.26505e-015	1
14.13	15	3.87298	7.7578	1.17222e-125	7.7578	2.25695e-081	1.549e-096	4.05615e-015	1
14.15	26	5.09902	9.51082	1.71174e-126	9.51082	1.00023e-081	2.76409e-097	7.23083e-015	1
14.16	13	3.60555	10.5089	6.52574e-127	10.5089	6.6544e-082	1.16475e-097	9.63808e-015	1
14.18	25	5	12.7773	9.44003e-128	12.7773	2.94144e-082	2.05807e-098	1.70657e-014	1
14.19	32	5.65685	14.0597	3.58199e-128	14.0597	1.95435e-082	8.62989e-099	2.26702e-014	1
14.21	26	5.09902	16.9534	5.13316e-129	16.9534	8.6164e-083	1.50994e-099	3.98702e-014	1
14.22	22	4.69042	18.578	1.93863e-129	18.578	5.71748e-083	6.30038e-100	5.27849e-014	1
14.24	29	5.38516	22.2167	2.75215e-130	22.2167	2.51419e-083	1.09156e-100	9.22064e-014	1
14.26	34	5.83095	26.4217	3.88264e-131	26.4217	1.10367e-083	1.87879e-101	1.60344e-013	1
14.27	30	5.47723	28.7542	1.4549e-131	28.7542	7.30767e-084	7.77543e-102	2.11087e-013	1
14.29	38	6.16441	33.9143	2.03333e-132	33.9143	3.19957e-084	1.3252e-102	3.64596e-013	1
14.3	41	6.40312	36.7556	7.58355e-133	36.7556	2.11576e-084	5.45749e-103	4.78357e-013	1
14.32	32	5.65685	42.9938	1.04993e-133	42.9938	9.23954e-085	9.21037e-104	8.20655e-013	1
14.34	58	7.61577	50.0136	1.44454e-134	50.0136	4.02793e-085	1.54423e-104	1.40155e-012	1
14.35	63	7.93725	53.8306	5.34556e-135	53.8306	2.65776e-085	6.30757e-105	1.82851e-012	1
14.37	58	7.61577	62.1029	7.28581e-136	62.1029	1.15563e-085	1.04719e-105	3.10174e-012	1
14.38	70	8.3666	66.5662	2.68349e-136	66.5662	7.61533e-086	4.25635e-106	4.03296e-012	1
14.4	62	7.87401	76.1618	3.62327e-137	76.1618	3.30266e-086	6.99722e-107	6.79501e-012	1
14.41	87	9.32738	81.2978	1.32825e-137	81.2978	2.17355e-086	2.8301e-107	8.80517e-012	1
14.43	95	9.74679	92.2492	1.77664e-138	92.2492	9.40189e-087	4.60699e-108	1.47354e-011	1
14.45	99	9.94987	104.099	2.36155e-139	104.099	4.05984e-087	7.45047e-109	2.45487e-011	1
14.46	97	9.84886	110.354	8.58964e-140	110.354	2.66608e-087	2.98881e-109	3.16319e-011	1
14.48	113	10.6301	123.502	1.13107e-140	123.502	1.14826e-087	4.78621e-110	5.23417e-011	1
14.49	120	10.9545	130.382	4.09473e-141	130.382	7.53077e-088	1.9106e-110	6.72163e-011	1
14.51	120	10.9545	144.711	5.34141e-142	144.711	3.23501e-088	3.02964e-111	1.10473e-010	1
14.53	140	11.8322	159.73	6.92413e-143	159.73	1.38727e-088	4.77267e-112	1.8075e-010	1
14.54	149	12.2066	167.467	2.48713e-143	167.467	9.07862e-089	1.88964e-112	2.3081e-010	1
14.56	186	13.6382	183.323	3.19393e-144	183.323	3.88307e-089	2.94765e-113	3.7509e-010	1
14.57	191	13.8203	191.408	1.14187e-144	191.408	2.53788e-089	1.16133e-113	4.77354e-010	1
14.59	182	13.4907	207.8	1.45265e-145	207.8	1.08268e-089	1.79383e-114	7.70514e-010	1
14.6	219	14.7986	216.067	5.16905e-146	216.067	7.06691e-090	7.03275e-115	9.77272e-010	1
14.62	203	14.2478	232.635	6.51435e-147	232.635	3.00696e-090	1.07566e-115	1.5668e-009	1
14.64	214	14.6287	249.094	8.15848e-148	249.094	1.27724e-090	1.63448e-116	2.50065e-009	1
14.65	253	15.906	257.221	2.88043e-148	257.221	8.31888e-091	6.35567e-117	3.15381e-009	1
14.67	258	16.0624	273.146	3.57366e-149	273.146	3.52438e-091	9.56291e-118	4.99958e-009	1
14.68	259	16.0935	280.891	1.2558e-149	280.891	2.2925e-091	3.70029e-118	6.28415e-009	1
14.7	330	18.1659	295.819	1.54345e-150	295.819	9.68719e-092	5.51305e-119	9.8947e-009	1
14.71	305	17.4642	302.95	5.39831e-151	302.95	6.29304e-092	2.12276e-119	1.2395e-008	1
14.73	301	17.3494	316.417	6.57275e-152	316.417	2.65229e-092	3.13172e-120	1.93848e-008	1
14.75	329	18.1384	328.661	7.9527e-153	328.661	1.11591e-092	4.59004e-121	3.01797e-008	1
14.76	326	18.0555	334.267	2.7598e-153	334.267	7.23353e-093	1.75293e-121	3.7593e-008	1
14.78	356	18.868	344.336	3.30797e-154	344.336	3.0355e-093	2.54405e-122	5.81327e-008	1
14.79	340	18.4391	348.761	1.14257e-154	348.761	1.96511e-093	9.668e-123	7.21675e-008	1
14.81	382	19.5448	356.302	1.3567e-155	356.302	8.22504e-094	1.38939e-123	1.10845e-007	1
14.83	385	19.6214	362	1.6009e-156	362	3.43666e-094	1.98363e-124	1.69483e-007	1
14.84	354	18.8149	364.127	5.48635e-157	364.127	2.22e-094	7.47673e-125	2.09217e-007	1
14.86	365	19.105	366.897	6.41328e-158	366.897	9.25173e-095	1.057e-125	3.17737e-007	1
14.87	377	19.4165	367.527	2.18755e-158	367.527	5.96864e-095	3.96451e-126	3.90902e-007	1
14.89	396	19.8997	367.266	2.53321e-159	367.266	2.48094e-095	5.54985e-127	5.89654e-007	1
14.9	358	18.9209	366.376	8.60017e-160	366.376	1.59847e-095	2.07137e-127	7.22981e-007	1
14.92	351	18.735	363.093	9.86592e-161	363.093	6.62701e-096	2.87128e-128	1.08322e-006	1
14.94	380	19.4936	357.858	1.12473e-161	357.858	2.7427e-096	3.95407e-129	1.61564e-006	1
14.95	378	19.4422	354.533	3.78861e-162	354.533	1.7633e-096	1.46373e-129	1.9698e-006	1
14.97	339	18.412	346.537	4.27864e-163	346.537	7.27876e-097	1.99598e-130	2.91816e-006	1
14.98	364	19.0788	341.897	1.43449e-163	341.897	4.67349e-097	7.35252e-131	3.54583e-006	1
15	381	19.5192	331.428	1.60487e-164	331.428	1.92417e-097	9.92792e-132	5.21751e-006	1
15.02	313	17.6918	319.508	1.78427e-165	319.508	7.90852e-098	1.33178e-132	7.64274e-006	1
15.03	369	19.2094	313.061	5.93542e-166	313.061	5.06685e-098	4.86575e-133	9.23435e-006	1
15.05	304	17.4356	299.311	6.53716e-167	299.311	2.07711e-098	6.46323e-134	1.34354e-005	1
15.06	326	18.0555	292.058	2.1644e-167	292.058	1.32904e-098	2.3498e-134	1.61785e-005	1
15.08	290	17.0294	276.926	2.36152e-168	276.926	5.43416e-099	3.09071e-135	2.33798e-005	1
15.09	301	17.3494	269.099	7.78214e-169	269.099	3.47254e-099	1.11816e-135	2.8058e-005	1
15.11	255	15.9687	253.05	8.41145e-170	253.05	1.41616e-099	1.45632e-136	4.02735e-005	1
15.13	229	15.1327	236.647	9.03485e-171	236.647	5.76533e-100	1.88435e-137	5.75468e-005	1
15.14	232	15.2315	228.375	2.9541e-171	228.375	3.6762e-100	6.76153e-138	6.86731e-005	1
15.16	235	15.3297	211.809	3.14335e-172	211.809	1.49273e-100	8.66316e-139	9.74647e-005	1
15.17	224	14.9666	203.56	1.02295e-172	203.56	9.50588e-101	3.09331e-139	0.000115916	1
15.19	193	13.8924	187.236	1.0783e-173	187.236	3.84988e-101	3.92447e-140	0.000163404	1
15.21	187	13.6748	171.272	1.12954e-174	171.272	1.5565e-101	4.94641e-141	0.000229309	1
15.22	170	13.0384	163.469	3.64722e-175	163.468	9.89054e-102	1.75177e-141	0.000271185	1
15.24	133	11.5326	148.297	3.78478e-176	148.296	3.98836e-102	2.18631e-142	0.000377992	1
15.25	132	11.4891	140.955	1.21635e-176	140.955	2.53104e-102	7.7048e-143	0.000445509	1
15.27	118	10.8628	126.817	1.25042e-177	126.817	1.01799e-102	9.5219e-144	0.000616785	1
15.28	117	10.8167	120.04	3.99976e-178	120.04	6.45187e-103	3.33915e-144	0.000724497	1
15.3	97	9.84886	107.109	4.0733e-179	107.108	2.58823e-103	4.08625e-145	0.00099626	1
15.32	116	10.7703	95.0446	4.12229e-180	95.0432	1.0365e-103	4.96782e-146	0.00136379	1
15.33	58	7.61577	89.3466	1.30832e-180	89.345	6.55493e-104	1.72789e-146	0.00159294	1
15.35	82	9.05539	78.6287	1.31166e-181	78.6265	2.61821e-104	2.0801e-147	0.00216588	1
15.36	80	8.94427	73.6094	4.14338e-182	73.6069	1.65364e-104	7.19944e-148	0.00252125	1
15.38	48	6.9282	64.2452	4.1151e-183	64.2418	6.58791e-105	8.58208e-149	0.00340494	1
15.4	49	7	55.7639	4.06147e-184	55.7593	2.62001e-105	1.01633e-149	0.00457764	1
15.41	35	5.91608	51.8456	1.27296e-184	51.8403	1.65119e-105	3.48892e-150	0.00529874	1
15.43	40	6.32456	44.6309	1.24462e-185	44.6239	6.54975e-106	4.09131e-151	0.00707562	1
15.44	40	6.32456	41.3241	3.88262e-186	41.3159	4.12246e-106	1.39759e-151	0.00816253	1
15.46	28	5.2915	35.2818	3.76064e-187	35.271	1.631e-106	1.62285e-152	0.0108262	1
15.47	28	5.2915	32.5338	1.16764e-187	32.5213	1.02523e-106	5.51643e-153	0.012447	1
15.49	24	4.89898	27.5504	1.12038e-188	27.534	4.04567e-107	6.34282e-154	0.0163974	1
15.51	23	4.79583	23.2045	1.06831e-189	23.183	1.5937e-107	7.24533e-155	0.0215042	1
15.52	18	4.24264	21.2532	3.29112e-190	21.2286	9.99617e-108	2.44274e-155	0.0245846	1
15.54	9	3	17.7585	3.1088e-191	17.7265	3.92755e-108	2.76299e-156	0.0320236	1
15.55	14	3.74166	16.2014	9.53228e-192	16.1649	2.46028e-108	9.26963e-157	0.0364871	1
15.57	14	3.74166	13.434	8.91998e-193	13.3868	9.64149e-109	1.03823e-157	0.0472069	1
15.59	12	3.4641	11.0858	8.29485e-194	11.025	3.77183e-109	1.15524e-158	0.0608012	1
15.6	17	4.12311	10.0535	2.52354e-194	9.98458	2.35762e-109	3.84409e-159	0.0688858	1
15.62	17	4.12311	8.24329	2.32473e-195	8.15517	9.19924e-110	4.23546e-160	0.0881241	1
15.63	8	2.82843	7.45454	7.03934e-196	7.35503	5.74261e-110	1.40244e-160	0.0995043	1
15.65	9	3	6.08426	6.42408e-197	5.95783	2.23491e-110	1.5301e-161	0.126435	1
15.66	7	2.64575	5.49334	1.93611e-197	5.35106	1.39333e-110	5.04158e-162	0.14228	1
15.68	6	2.44949	4.47833	1.75035e-198	4.29877	5.40847e-111	5.44662e-163	0.179567	1
15.7	6	2.44949	3.65998	1.57253e-199	3.43438	2.09577e-111	5.84573e-164	0.225605	1
15.71	5	2.23607	3.31583	4.70236e-200	3.06338	1.30376e-111	1.91041e-164	0.252449	1
15.73	5	2.23607	2.74223	4.18511e-201	2.4272	5.03892e-112	2.03032e-165	0.315033	1
15.74	7	2.64575	2.50737	1.24561e-201	2.15604	3.13058e-112	6.60259e-166	0.351327	1
15.76	8	2.82843	2.12966	1.09822e-202	1.69419	1.20681e-112	6.9483e-167	0.435463	1
15.77	9	3	1.98269	3.25329e-203	1.4987	7.48793e-113	2.2485e-167	0.48399	1
15.79	3	1.73205	1.76379	2.8415e-204	1.16794	2.87902e-113	2.34306e-168	0.595848	1
15.81	5	2.23607	1.63542	2.46633e-205	0.905165	1.10504e-113	2.42564e-169	0.730255	1
15.82	11	3.31662	1.60227	7.24907e-206	0.795208	6.84163e-114	7.78537e-170	0.807065	1
15.84	8	2.82843	1.59365	6.23307e-207	0.611206	2.61916e-114	7.98083e-171	0.98244	1
15.85	2	1.41421	1.61684	1.82344e-207	0.534738	1.6195e-114	2.54897e-171	1.08211	1
15.87	3	1.73205	1.71597	1.55321e-208	0.407613	6.1838e-115	2.58738e-172	1.30836	1
15.89	8	2.82843	1.88379	1.31475e-209	0.308998	2.3571e-115	2.6092e-173	1.57479	1
15.9	4	2	1.99326	3.8162e-210	0.268478	1.45431e-115	8.26536e-174	1.72478	1
15.92	5	2.23607	2.26385	3.2001e-211	0.201844	5.52903e-116	8.25345e-175	2.06201	1
15.93	10	3.16228	2.42543	9.24504e-212	0.174651	3.40693e-116	2.60168e-175	2.25078	1
15.95	4	2	2.80289	7.67995e-213	0.13022	1.2919e-116	2.57249e-176	2.67267	1
15.96	6	2.44949	3.0197	2.20832e-213	0.112211	7.9502e-117	8.0693e-177	2.90749	1
15.98	6	2.44949	3.51216	1.81731e-214	0.0829741	3.00686e-117	7.90065e-178	3.42918	1
16	11	3.31662	4.08729	1.48619e-215	0.0610171	1.13526e-117	7.68494e-179	4.02627	1
16.01	11	3.31662	4.40757	4.24008e-216	0.0522163	6.97119e-118	2.3909e-179	4.35536	1
16.03	4	2	5.11728	3.43507e-217	0.0380817	2.6252e-118	2.30285e-180	5.0792	1
16.04	8	2.82843	5.50823	9.7543e-218	0.0324542	1.60993e-118	7.12935e-181	5.47577	1
16.06	12	3.4641	6.36619	7.82843e-219	0.0234737	6.04691e-119	6.79956e-182	6.34272	1
16.08	8	2.82843	7.33072	6.24354e-220	0.0168846	2.26729e-119	6.44263e-183	7.31383	1
16.09	8	2.82843	7.85481	1.75909e-220	0.0142905	1.38743e-119	1.97827e-183	7.84052	1
16.11	11	3.31662	8.99013	1.38983e-221	0.0101943	5.18868e-120	1.85607e-184	8.97994	1
16.12	9	3	9.60265	3.89743e-222	0.00859237	3.17101e-120	5.67129e-185	9.59406	1
16.14	10	3.16228	10.9202	3.05049e-223	0.00607889	1.18281e-120	5.26887e-186	10.9141	1
16.15	13	3.60555	11.6262	8.5142e-224	0.00510247	7.21923e-121	1.60202e-186	11.6211	1
16.17	19	4.3589	13.1345	6.60163e-225	0.00358008	2.68583e-121	1.47377e-187	13.1309	1
16.19	15	3.87298	14.7725	5.08671e-226	0.00249807	9.97504e-122	1.34692e-188	14.77	1
16.2	13	3.60555	15.6403	1.40867e-226	0.00208238	6.07506e-122	4.06192e-189	15.6383	1
16.22	24	4.89898	17.4731	1.07526e-227	0.00144103	2.25039e-122	3.67597e-190	17.4716	1
16.23	11	3.31662	18.4373	2.96376e-228	0.00119627	1.36877e-122	1.10312e-190	18.4361	1
16.25	18	4.24264	20.4593	2.24111e-229	0.000821	5.05717e-123	9.88531e-192	20.4585	1
16.27	14	3.74166	22.601	1.68407e-230	0.000560346	1.86524e-123	8.80052e-193	22.6005	1
16.28	22	4.69042	23.7144	4.60563e-231	0.00046197	1.13205e-123	2.61938e-193	23.7139	1
16.3	29	5.38516	26.0202	3.4285e-232	0.0003127	4.1645e-124	2.3091e-194	26.0199	1
16.31	28	5.2915	27.2098	9.33234e-233	0.000256735	2.52423e-124	6.83908e-195	27.2096	1
16.33	29	5.38516	29.6541	6.88213e-234	0.000172345	9.26186e-125	5.96992e-196	29.6539	1
16.34	30	5.47723	30.9051	1.86452e-234	0.000140915	5.60661e-125	1.75949e-196	30.9049	1
16.36	22	4.69042	33.4541	1.36212e-235	9.38148e-005	2.05183e-125	1.52084e-197	33.454	1
16.38	43	6.55744	36.0502	9.88881e-237	6.21136e-005	7.49599e-126	1.30597e-198	36.0502	1
16.39	39	6.245	37.3596	2.65819e-237	5.04364e-005	4.52784e-126	3.81759e-199	37.3596	1
16.41	35	5.91608	39.9872	1.91175e-238	3.31177e-005	1.64987e-126	3.24613e-200	39.9871	1
16.42	43	6.55744	41.2995	5.11484e-239	2.67804e-005	9.95286e-127	9.44245e-201	41.2994	1
16.44	46	6.78233	43.9058	3.64413e-240	1.74395e-005	3.61725e-127	7.95037e-202	43.9058	1
16.46	34	5.83095	46.4663	2.58008e-241	1.12941e-005	1.31237e-127	6.65029e-203	46.4663	1
16.47	38	6.16441	47.7212	6.84907e-242	9.07004e-006	7.89977e-128	1.91867e-203	47.7212	1
16.49	42	6.48074	50.1634	4.80383e-243	5.8254e-006	2.85867e-128	1.5892e-204	50.1634	1
16.5	43	6.55744	51.344	1.26924e-243	4.65891e-006	1.71853e-128	4.56248e-205	51.344	1
16.52	66	8.12404	53.6074	8.81898e-245	2.96758e-006	6.20267e-129	3.74204e-206	53.6074	1
16.53	56	7.48331	54.6835	2.31918e-245	2.36353e-006	3.72398e-129	1.06904e-206	54.6835	1
16.55	64	8	56.7088	1.59634e-246	1.49307e-006	1.3406e-129	8.68214e-208	56.7088	1
16.57	61	7.81025	58.5441	1.09193e-247	9.37988e-007	4.8177e-130	7.00506e-209	58.5441	1
16.58	45	6.7082	59.3833	2.84909e-248	7.41919e-007	2.88621e-130	1.98489e-209	59.3833	1
16.6	63	7.93725	60.8915	1.9306e-249	4.62248e-007	1.03452e-130	1.5858e-210	60.8915	1
16.61	70	8.3666	61.5555	5.01377e-250	3.64112e-007	6.18961e-131	4.47131e-211	61.5555	1
16.63	74	8.60233	62.6929	3.36563e-251	2.24985e-007	2.21282e-131	3.5373e-212	62.6929	1
16.65	72	8.48528	63.5636	2.24516e-252	1.38253e-007	7.89728e-132	2.78011e-213	63.5636	1
16.66	57	7.54983	63.8952	5.78518e-253	1.08152e-007	4.71477e-132	7.77478e-214	63.8952	1
16.68	72	8.48528	64.3454	3.82309e-254	6.59104e-008	1.67827e-132	6.05067e-215	64.3454	1
16.69	68	8.24621	64.4625	9.80488e-255	5.13469e-008	1.00065e-132	1.68381e-215	64.4625	1
16.71	65	8.06226	64.4786	6.41885e-256	3.10338e-008	3.55267e-133	1.29759e-216	64.4786	1
16.72	77	8.77496	64.3775	1.63849e-256	2.40766e-008	2.11549e-133	3.59326e-217	64.3775	1
16.74	64	8	63.959	1.06261e-257	1.44317e-008	7.49126e-134	2.74194e-218	63.959	1
16.76	68	8.24621	63.2569	6.84833e-259	8.60275e-009	2.64818e-134	2.07863e-219	63.2569	1
16.77	60	7.74597	62.8024	1.73448e-259	6.62824e-009	1.57348e-134	5.70913e-220	62.8024	1
16.79	67	8.18535	61.6938	1.10738e-260	3.9185e-009	5.54787e-135	4.28565e-221	61.6938	1
16.8	53	7.28011	61.0435	2.7915e-261	3.00664e-009	3.29212e-135	1.17131e-221	61.0435	1
16.82	71	8.42615	59.5613	1.76556e-262	1.7628e-009	1.15774e-135	8.70654e-223	59.5613	1
16.83	71	8.42615	58.7342	4.42979e-263	1.34699e-009	6.86115e-136	2.3679e-223	58.7342	1
16.85	58	7.61577	56.9212	2.77552e-264	7.83227e-010	2.4066e-136	1.74287e-224	56.9212	1
16.87	56	7.48331	54.9158	1.72816e-265	4.52909e-010	8.42671e-137	1.27443e-225	54.9158	1
16.88	68	8.24621	53.8485	4.30211e-266	3.43694e-010	4.98314e-137	3.43774e-226	53.8485	1
16.9	57	7.54983	51.6007	2.65361e-267	1.97104e-010	1.74032e-137	2.48915e-227	51.6007	1
16.91	41	6.40312	50.4268	6.57499e-268	1.48956e-010	1.0278e-137	6.68147e-228	50.4268	1
16.93	53	7.28011	47.9956	4.01761e-269	8.47192e-011	3.5802e-138	4.79046e-229	47.9956	1
16.95	58	7.61577	45.476	2.4396e-270	4.79189e-011	1.24495e-138	3.41219e-230	45.476	1
16.96	50	7.07107	44.1913	5.99755e-271	3.59641e-011	7.33656e-139	9.08432e-231	44.1913	1
16.98	48	6.9282	41.5888	3.6078e-272	2.01741e-011	2.54454e-139	6.4073e-232	41.5888	1
16.99	40	6.32456	40.2773	8.82786e-273	1.50784e-011	1.49756e-139	1.69745e-232	40.2773	1
17.01	43	6.55744	37.6494	5.26066e-274	8.38845e-012	5.18051e-140	1.18551e-233	37.6494	1
17.02	31	5.56776	36.339	1.28119e-274	6.24374e-012	3.04498e-140	3.12531e-234	36.339	1
17.04	31	5.56776	33.7388	7.56335e-276	3.44485e-012	1.05061e-140	2.16137e-235	33.7388	1
17.06	37	6.08276	31.1836	4.43705e-277	1.89015e-012	3.61868e-141	1.48496e-236	31.1836	1
17.07	29	5.38516	29.9288	1.07217e-277	1.3972e-012	2.12237e-141	3.88277e-237	29.9288	1
17.09	27	5.19615	27.4754	6.23105e-279	7.60303e-013	7.29121e-142	2.64153e-238	27.4754	1
17.1	26	5.09902	26.2807	1.49861e-279	5.59693e-013	4.27077e-142	6.87296e-239	26.2807	1
17.12	22	4.69042	23.9636	8.62787e-281	3.02049e-013	1.46338e-142	4.63003e-240	23.9636	1
17.14	30	5.47723	21.7523	4.93623e-282	1.62108e-013	5.00557e-143	3.09867e-241	21.7523	1
17.15	12	3.4641	20.6893	1.17793e-282	1.18514e-013	2.92563e-143	7.99655e-242	20.6893	1
17.17	21	4.58258	18.6535	6.67622e-284	6.30807e-014	9.98133e-144	5.29933e-243	18.6535	1
17.18	19	4.3589	17.682	1.58568e-284	4.59262e-014	5.82627e-144	1.36085e-243	17.682	1
17.2	13	3.60555	15.8344	8.90309e-286	2.42431e-014	1.98258e-144	8.9301e-245	15.8344	1
17.21	14	3.74166	14.959	2.10467e-286	1.75773e-014	1.15576e-144	2.28197e-245	14.959	1
17.23	12	3.4641	13.3056	1.17065e-287	9.202e-015	3.92265e-145	1.4828e-246	13.3056	1
17.25	21	4.58258	11.7816	6.47066e-289	4.79084e-015	1.32904e-145	9.57204e-248	11.7816	1
17.26	12	3.4641	11.0676	1.51771e-289	3.44966e-015	7.73101e-146	2.42604e-248	11.0676	1
17.28	12	3.4641	9.7338	8.3105e-291	1.78117e-015	2.61256e-146	1.55077e-249	9.7338	1
17.29	9	3	9.11301	1.94011e-291	1.27724e-015	1.51775e-146	3.91114e-250	9.11301	1
17.31	8	2.82843	7.96067	1.0524e-292	6.54035e-016	5.11566e-147	2.47559e-251	7.96067	1
17.33	3	1.73205	6.92273	5.67303e-294	3.33067e-016	1.72128e-147	1.5567e-252	6.92273	1
17.34	3	1.73205	6.44474	1.31405e-294	2.3719e-016	9.97801e-148	3.89405e-253	6.44474	1
17.36	2	1.41421	5.56663	7.01717e-296	1.19792e-016	3.34861e-148	2.42468e-254	5.56663	1
17.37	9	3	5.16476	1.61777e-296	8.4956e-017	1.93862e-148	6.0355e-255	5.16476	1
17.39	3	1.73205	4.43093	8.55823e-298	4.25525e-017	6.48911e-149	3.72129e-256	4.43093	1
17.4	7	2.64575	4.09716	1.9638e-298	3.00532e-017	3.75188e-149	9.21755e-257	4.09716	1
